"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.astrocytes","log2fold_change","Auc"
"1876","GPER","hurdle",0.155169764336761,-2.3646048,0.5085104,2.8731152,0.523
"1764","GALK1","hurdle",0.0415567645288155,-0.7532306,3.1756019,3.9288325,0.523
"1614","FBXO8","hurdle",0.427790489679779,4.341303,6.660099,2.318796,0.523
"1254","DNAJC17","hurdle",0.71386822683949,3.434097,3.990077,0.55598,0.523
"1166","DDHD1","hurdle",0.644857269736596,6.039416,6.770786,0.73137,0.523
"1087","CWF19L2","hurdle",0.102151855642702,4.902852,5.567012,0.66416,0.523
"946","CLK2P","hurdle",0.161766928039688,-0.5313056,2.0912903,2.6225959,0.523
"641","C6orf120","hurdle",0.390731907635515,4.111353,4.794164,0.682811,0.523
"599","C21orf58","hurdle",0.0109918407280482,-2.6593036,0.5408592,3.2001628,0.523
"542","C17orf59","hurdle",0.193904769251546,-0.7975225,0.3163326,1.1138551,0.523
"403","BCKDHA","hurdle",0.284029851641342,3.870774,5.268719,1.397945,0.523
"368","AURKAPS1","hurdle",0.172617141685809,0.08966839,2.44326442,2.35359603,0.523
"5509","ZNF442","hurdle",0.387760588986475,2.783405,4.476465,1.69306,0.522
"5462","ZNF274","hurdle",0.10280341814065,2.73758,4.07122,1.33364,0.522
"5398","ZFP2","hurdle",0.115821701730807,2.870907,5.365024,2.494117,0.522
"5290","WBSCR16","hurdle",0.414350940683833,-0.7975225,0.1792028,0.9767253,0.522
"4938","TMEM116","hurdle",0.745134480725936,4.197091,4.9286,0.731509,0.522
"4898","TINF2","hurdle",0.089130222084484,4.216013,5.363329,1.147316,0.522
"4882","THEM4","hurdle",0.795243633549362,4.158486,4.794164,0.635678,0.522
"4872","TGIF1","hurdle",0.622351314198919,2.323609,4.054512,1.730903,0.522
"4766","SWI5","hurdle",0.0177312014102771,3.047175,4.186889,1.139714,0.522
"4705","ST6GAL2","hurdle",0.777274356257422,5.19545,6.849975,1.654525,0.522
"4585","SNORD31","hurdle",0.452859048966097,0.1375035,0.9670496,0.8295461,0.522
"4496","SLC9A11","hurdle",0.393807389826209,-1.420655,1.69829,3.118945,0.522
"4378","SIX5","hurdle",0.0581879413647304,-2.97817,-1.936274,1.041896,0.522
"4360","SHE","hurdle",0.31316187225471,1.416573,2.434682,1.018109,0.522
"3952","PTRHD1","hurdle",0.214065887027664,3.157145,4.395859,1.238714,0.522
"3759","PLXND1","hurdle",0.100773791032789,1.029774,2.974174,1.9444,0.522
"3488","OR1L4","hurdle",0.067328955569098,-2.97817,2.413,5.39117,0.522
"3340","NELF","hurdle",0.571044875115877,-0.4407112,1.0367586,1.4774698,0.522
"3287","NANOG","hurdle",0.104322810277607,-0.4943825,0.9186324,1.4130149,0.522
"3263","MYL3","hurdle",0.00294093249680418,-3.198015,1.025372,4.223387,0.522
"3115","MIR569","hurdle",0.0689095107391064,-2.928071,-1.298844,1.629227,0.522
"3053","MIR3145","hurdle",0.0227115647478498,-3.2586419,0.6186934,3.8773353,0.522
"3045","MIR26A1","hurdle",0.0780546853368468,-2.879654,-1.03772,1.841934,0.522
"3020","MIDN","hurdle",0.0100157813107713,3.27478,4.301068,1.026288,0.522
"2999","MFSD8","hurdle",0.279537493278907,4.86783,6.412454,1.544624,0.522
"2989","METTL7B","hurdle",0.0218969829795106,-3.2586419,0.9789042,4.2375461,0.522
"2739","LOC440354","hurdle",0.789109797203801,3.813948,4.72546,0.911512,0.522
"2671","LOC254312","hurdle",0.277553553389638,1.197126,3.241053,2.043927,0.522
"2631","LOC100507055","hurdle",0.0653279406836375,-3.198015,1.788618,4.986633,0.522
"2513","LOC100130480","hurdle",0.040241932174653,-3.2586419,0.9670496,4.2256915,0.522
"2395","LANCL2","hurdle",0.733050311972205,5.015144,6.532689,1.517545,0.522
"2271","KCNE1L","hurdle",0.0240554959615433,-2.879654,-2.345387,0.534267,0.522
"2161","IGSF1","hurdle",0.40088156532709,2.30147,3.864705,1.563235,0.522
"2036","HIST1H2AL","hurdle",0.00512299703843401,-3.258642,0.259151,3.517793,0.522
"1995","HEPHL1","hurdle",0.429199738135871,-2.504442,-1.548204,0.956238,0.522
"1963","HAPLN3","hurdle",0.0434931716365066,-3.2586419,-0.5212369,2.737405,0.522
"1848","GNAQ","hurdle",0.207009838535775,4.070736,5.265093,1.194357,0.522
"1752","G6PD","hurdle",0.0669760902120365,-0.4943825,3.1678551,3.6622376,0.522
"1553","FAM27B","hurdle",0.0286643727615146,-2.579796,-1.84986,0.729936,0.522
"1494","FAM113B","hurdle",0.0727336959616296,-2.74345,3.569758,6.313208,0.522
"1432","EPRS","hurdle",0.573398990708302,7.113219,7.840037,0.726818,0.522
"1055","CSNK2A1P","hurdle",0.611745000834528,3.663288,4.26884,0.605552,0.522
"1039","CRKL","hurdle",0.647227175614621,6.029843,7.147484,1.117641,0.522
"781","CCDC72","hurdle",0.000523536789301248,4.213923,4.933177,0.719253999999999,0.522
"731","CASC1","hurdle",0.462422738433126,2.006938,4.118874,2.111936,0.522
"540","C17orf53","hurdle",0.363672212580303,-1.3203116,0.5880617,1.9083733,0.522
"234","AP3S2","hurdle",0.13970919027368,0.47662,1.257205,0.780585,0.522
"178","ALKBH5","hurdle",0.177168438010167,5.11746,5.653689,0.536229,0.522
"5468","ZNF300P1","hurdle",0.172344840065207,-1.624976,2.201634,3.82661,0.521
"5448","ZNF219","hurdle",0.418682900348028,0.434157,1.413874,0.979717,0.521
"5385","ZDHHC12","hurdle",0.157570035439701,-0.5313056,1.2956282,1.8269338,0.521
"5200","UCP3","hurdle",0.300761864023647,-1.66544712,-0.06667104,1.59877608,0.521
"5137","TTC30B","hurdle",0.57536952151524,2.032465,3.631142,1.598677,0.521
"5060","TPT1-AS1","hurdle",0.00926279783069048,1.185795,3.006385,1.82059,0.521
"4973","TMEM219","hurdle",0.0178455392858774,4.822364,6.26473,1.442366,0.521
"4949","TMEM150C","hurdle",0.449463884721976,3.390961,5.236369,1.845408,0.521
"4923","TMCO4","hurdle",0.0322873273804373,-1.64507,2.546446,4.191516,0.521
"4917","TMBIM4","hurdle",0.612367752289256,6.108271,6.678844,0.570573,0.521
"4866","TFE3","hurdle",0.704747210388301,3.043257,3.704372,0.661115,0.521
"4857","TEX261","hurdle",0.503978112609602,2.657814,4.529821,1.872007,0.521
"4722","STAP1","hurdle",0.270834229372048,0.1951498,0.9906621,0.7955123,0.521
"4709","ST7-AS1","hurdle",0.295936525275458,-1.068902,1.781867,2.850769,0.521
"4296","SEC23B","hurdle",0.297958155688395,4.802564,6.445402,1.642838,0.521
"4213","RTN4R","hurdle",0.259152659624206,0.2668033,3.0852711,2.8184678,0.521
"4134","RNF121","hurdle",0.17964406466764,1.628088,3.893174,2.265086,0.521
"3968","PYGO1","hurdle",0.388850700624919,1.374774,2.006964,0.63219,0.521
"3574","PCDHGA2","hurdle",0.283207004021337,0.6556599,2.8602259,2.204566,0.521
"3566","PCDHB16","hurdle",0.453500270960175,0.6474229,2.2464571,1.5990342,0.521
"3385","NME9","hurdle",0.00688904407832174,1.271367,5.297404,4.026037,0.521
"3381","NLRC5","hurdle",0.00630006995682803,-1.509959,3.006385,4.516344,0.521
"3139","MKRN3","hurdle",0.290347778032121,1.587763,3.352321,1.764558,0.521
"3030","MIR125B1","hurdle",0.314884302469223,-1.403439,0.116193,1.519632,0.521
"3029","MIR101-1","hurdle",0.258307497882827,0.05272156,0.88122253,0.82850097,0.521
"2935","MBD6","hurdle",0.0974372408542225,0.1375035,3.1151192,2.9776157,0.521
"2860","LTK","hurdle",0.231852073998758,-2.237132,2.3182,4.555332,0.521
"2787","LOC729506","hurdle",0.0271702331659158,-2.619002,2.771,5.390002,0.521
"2361","KLHL21","hurdle",0.033446594640002,3.985901,4.912464,0.926563,0.521
"2272","KCNE2","hurdle",0.206877394390865,-0.5596317,3.3385854,3.8982171,0.521
"2150","IFT57","hurdle",0.82167269417974,4.33041,5.202013,0.871603,0.521
"2092","HSD17B1","hurdle",0.103473569286027,-1.02875,1.081428,2.110178,0.521
"1685","FLJ40852","hurdle",0.0367888403539913,-1.00259,2.359594,3.362184,0.521
"1615","FBXO9","hurdle",0.709764035143281,4.70573,5.760135,1.054405,0.521
"1601","FBXL17","hurdle",0.252126869891988,3.645822,5.075919,1.430097,0.521
"1519","FAM171A2","hurdle",0.0913393840185086,-2.5416274,-0.1416981,2.3999293,0.521
"1446","ESD","hurdle",0.812153507850141,5.971239,6.510656,0.539417,0.521
"1331","ECM2","hurdle",0.286443427625623,1.523956,4.403576,2.87962,0.521
"1249","DNAI1","hurdle",0.232939638403282,-0.6892426,1.2956282,1.9848708,0.521
"1230","DKFZP434H168","hurdle",0.0740601739778283,-3.0300709,-0.5896239,2.440447,0.521
"1224","DIAPH3","hurdle",0.0586965837508032,0.3805009,2.7811905,2.4006896,0.521
"997","COL6A6","hurdle",0.336877763815039,0.6474229,1.1771462,0.5297233,0.521
"929","CKMT2","hurdle",0.246433856195621,2.677162,3.99154,1.314378,0.521
"897","CHEK2","hurdle",0.171117192565088,-0.8316573,1.9418333,2.7734906,0.521
"815","CD276","hurdle",0.492486912400858,2.771137,3.397185,0.626048,0.521
"513","C14orf45","hurdle",0.742908487087258,3.074312,5.097149,2.022837,0.521
"377","B3GALTL","hurdle",0.737175174721136,4.05914,4.626251,0.567111,0.521
"299","ARMC12","hurdle",0.300589356650796,-1.3864261,0.8033604,2.1897865,0.521
"5478","ZNF341","hurdle",0.646735763797846,-0.2671808,0.6634548,0.9306356,0.52
"5340","WWTR1-AS1","hurdle",0.0176901428322028,-3.1980155,0.7351029,3.9331184,0.52
"5318","WDR88","hurdle",0.160125123891206,-2.579796,-1.136573,1.443223,0.52
"5277","VTI1A","hurdle",0.18406667790691,3.532982,5.064838,1.531856,0.52
"5271","VPS26B","hurdle",0.839447756896334,4.69453,5.662904,0.968374,0.52
"5237","USP4","hurdle",0.492320048464908,5.897295,6.795506,0.898211,0.52
"5105","TRPM4","hurdle",0.320464602631963,-0.7752066,1.4986627,2.2738693,0.52
"4965","TMEM194A","hurdle",0.729094687231862,3.558465,4.113507,0.555042,0.52
"4963","TMEM19","hurdle",0.672273018213264,3.871216,4.589029,0.717813,0.52
"4892","TIGD3","hurdle",0.0869452509371293,-3.083909,0.199609,3.283518,0.52
"4643","SPATA17","hurdle",0.330391889602589,0.329928,1.654613,1.324685,0.52
"4402","SLC22A18","hurdle",0.0474522988627214,-3.198015,1.387434,4.585449,0.52
"4281","SDF2","hurdle",0.397073031883773,5.234982,6.041641,0.806659000000001,0.52
"4061","RDH5","hurdle",0.176411544322099,-2.700763,2.201634,4.902397,0.52
"3909","PSG3","hurdle",0.0545047338193089,-3.1980155,-0.5212369,2.6767786,0.52
"3743","PLEKHO1","hurdle",0.0506042951627922,1.927531,3.423448,1.495917,0.52
"3656","PGM2","hurdle",0.759758697808798,3.646855,4.854124,1.207269,0.52
"3637","PET112","hurdle",0.48000619261987,4.026959,5.244372,1.217413,0.52
"3579","PCDHGA8","hurdle",0.384954753276581,-0.1122999,2.1183383,2.2306382,0.52
"3546","PARP3","hurdle",0.0682584946276391,2.618323,5.33709,2.718767,0.52
"3347","NFATC1","hurdle",0.158159049889741,-0.03735554,3.51585242,3.55320796,0.52
"3297","NAV1","hurdle",0.623250049815533,6.549438,7.11579,0.566351999999999,0.52
"3131","MIR920","hurdle",0.00766343035286321,-2.928071,3.565833,6.493904,0.52
"2867","LYSMD3","hurdle",0.0022699138756195,3.398343,5.88351,2.485167,0.52
"2799","LOH12CR2","hurdle",0.06563496877067,1.344523,3.8324,2.487877,0.52
"2635","LOC100507218","hurdle",0.014800392168742,-3.198015,1.821908,5.019923,0.52
"2603","LOC100506190","hurdle",0.459954183908974,1.669352,2.390987,0.721635,0.52
"2242","ITPK1","hurdle",0.211489590317709,4.147942,4.863747,0.715805,0.52
"2073","HOMER3","hurdle",0.16602887305724,-3.198015,-2.603699,0.594316,0.52
"1663","FLJ21408","hurdle",0.0816899354252641,-3.139834,-0.901085,2.238749,0.52
"1408","ENKUR","hurdle",0.15892147310824,2.176809,3.62361,1.446801,0.52
"1337","EDEM2","hurdle",0.217878220543563,1.877348,2.760736,0.883388,0.52
"1194","DEFB109P1","hurdle",0.179921981148976,-1.491651,1.266907,2.758558,0.52
"1145","DCAF10","hurdle",0.330594853748298,5.457121,5.981042,0.523921000000001,0.52
"1092","CXCL5","hurdle",0.0253365022847887,-1.665447,3.927224,5.592671,0.52
"973","CNPY4","hurdle",0.108844899950785,1.555112,3.282296,1.727184,0.52
"711","CALCOCO2","hurdle",0.154153663261807,6.148681,6.776953,0.628272,0.52
"690","C9orf7","hurdle",0.257106894089423,0.7814303,2.5304252,1.7489949,0.52
"645","C6orf52","hurdle",0.249861547568251,-1.2570947,0.6186934,1.8757881,0.52
"613","C2orf71","hurdle",0.166801642551219,-2.03802,-1.242701,0.795319,0.52
"590","C20orf152","hurdle",0.166028873057236,-3.198015,-2.603699,0.594316,0.52
"463","C10orf103","hurdle",0.549950046524401,1.32141,3.208698,1.887288,0.52
"258","AQP5","hurdle",0.179807236904007,-2.1773842,0.2395754,2.4169596,0.52
"161","AKR7A3","hurdle",0.0258525681105397,-1.686116,2.341343,4.027459,0.52
"105","ADI1","hurdle",0.0709568717305137,4.325579,5.91894,1.593361,0.52
"84","ACY1","hurdle",0.145482422802223,-2.9781698,0.1375035,3.1156733,0.52
"5600","ZNF772","hurdle",0.739642063369846,3.472488,4.149354,0.676866,0.519
"5577","ZNF684","hurdle",0.00624577604253382,3.354741,5.436618,2.081877,0.519
"5567","ZNF626","hurdle",0.795014238883717,3.488716,4.520726,1.03201,0.519
"5557","ZNF594","hurdle",0.619804482496296,2.353032,3.096197,0.743165,0.519
"5556","ZNF587B","hurdle",0.721671595227035,2.510054,3.44711,0.937056,0.519
"5442","ZNF200","hurdle",0.688572635229702,3.086549,4.238343,1.151794,0.519
"5421","ZMYM6NB","hurdle",0.284940299187197,3.633363,5.120079,1.486716,0.519
"5403","ZFP82","hurdle",0.231873587685121,4.450671,5.181641,0.73097,0.519
"5356","YME1L1","hurdle",0.429437231150166,6.57008,7.281848,0.711768,0.519
"5305","WDR49","hurdle",0.0192742043570331,-2.619002,3.180743,5.799745,0.519
"5212","UNC5CL","hurdle",0.366875127141998,-1.91094,-0.901085,1.009855,0.519
"5108","TRPV3","hurdle",0.319015002254141,-2.7874376,-0.4882218,2.2992158,0.519
"5046","TP53INP1","hurdle",0.450964047120098,4.558383,5.841113,1.28273,0.519
"5013","TMSB4Y","hurdle",0.567676979597641,0.6515473,2.9800843,2.328537,0.519
"4948","TMEM150A","hurdle",0.248913370403442,1.112887,3.101628,1.988741,0.519
"4821","TBCCD1","hurdle",0.0648344531546277,4.170751,5.892156,1.721405,0.519
"4819","TBC1D2B","hurdle",0.209049812386576,2.052877,3.850257,1.79738,0.519
"4546","SNORA28","hurdle",0.592663218725109,2.354298,3.185867,0.831569,0.519
"4505","SMAD1","hurdle",0.848105509740459,4.343854,4.875685,0.531830999999999,0.519
"4323","SERPINI2","hurdle",0.0702721422401273,-1.605159,2.186378,3.791537,0.519
"4104","RHBG","hurdle",0.00518726645999657,-1.509959,2.456043,3.966002,0.519
"4024","RARRES2","hurdle",0.0368545063931937,0.8796354,2.8981771,2.0185417,0.519
"3899","PRSS48","hurdle",0.314012214874522,-0.1913518,3.1204804,3.3118322,0.519
"3361","NHS","hurdle",0.149906841895468,4.696029,6.228881,1.532852,0.519
"3316","NCS1","hurdle",0.883398379262161,4.725673,5.350839,0.625166,0.519
"3257","MYD88","hurdle",0.191948802604104,1.805135,4.220979,2.415844,0.519
"2788","LOC729603","hurdle",0.0195001794286279,0.7548396,4.9475757,4.1927361,0.519
"2724","LOC399744","hurdle",0.585945484826589,0.7199152,1.3330543,0.6131391,0.519
"2715","LOC387723","hurdle",0.668371805723771,0.557971,1.114045,0.556074,0.519
"2611","LOC100506409","hurdle",0.239596430020924,1.051786,5.29385,4.242064,0.519
"2484","LOC100124692","hurdle",0.278481335795645,-1.9109397,0.7899648,2.7009045,0.519
"2439","LIN7C","hurdle",0.531854947884812,6.801758,7.390821,0.589062999999999,0.519
"2351","KIF4B","hurdle",0.241190015946098,0.7316508,3.128485,2.3968342,0.519
"2291","KCTD6","hurdle",0.83531039950949,5.532856,6.562045,1.029189,0.519
"2277","KCNJ8","hurdle",0.0155230425770774,0.0148036,4.8875253,4.8727217,0.519
"2206","INVS","hurdle",0.138099186462865,3.629187,5.498663,1.869476,0.519
"2160","IGHMBP2","hurdle",0.0495525077978785,1.705507,2.907511,1.202004,0.519
"1826","GLI4","hurdle",0.220612760518723,-1.1242376,-0.5212369,0.6030007,0.519
"1770","GALT","hurdle",0.461124391405924,4.084148,5.610525,1.526377,0.519
"1688","FLJ42393","hurdle",0.338546119599657,-0.2363693,1.1353866,1.3717559,0.519
"1680","FLJ39080","hurdle",0.104267811455648,-2.9781698,-0.1675999,2.8105699,0.519
"1666","FLJ27354","hurdle",0.387341115810631,1.671385,2.57015,0.898765,0.519
"1644","FHOD1","hurdle",0.539357321456133,-0.69971208,-0.09124906,0.60846302,0.519
"1616","FBXW10","hurdle",0.580817977078506,-0.4672973,0.441552,0.9088493,0.519
"1377","EIF3J","hurdle",0.880143070082089,5.435159,6.085819,0.65066,0.519
"1299","DSCR3","hurdle",0.340391711163798,4.020196,4.824866,0.80467,0.519
"1204","DGCR11","hurdle",0.411573478188739,-1.0420105,0.4920599,1.5340704,0.519
"832","CDC25A","hurdle",0.411324669400208,0.1492185,0.9308899,0.7816714,0.519
"807","CCR10","hurdle",0.416271144302996,-1.54728875,-0.09124906,1.45603969,0.519
"789","CCDC88B","hurdle",0.17977768767817,-2.468192,1.025372,3.493564,0.519
"771","CCDC169","hurdle",0.401911747065288,-1.09630455,0.07260375,1.1689083,0.519
"685","C9orf24","hurdle",0.48690902871473,1.861412,4.125555,2.264143,0.519
"648","C6orf72","hurdle",0.341521497625894,4.036452,4.818283,0.781831,0.519
"580","C1orf88","hurdle",0.532047542022877,2.059101,3.625497,1.566396,0.519
"382","BACE1-AS","hurdle",0.584797303445442,0.2286634,2.0069639,1.7783005,0.519
"175","ALG14","hurdle",0.0215370172494098,3.192251,4.768782,1.576531,0.519
"5621","ZNF878","hurdle",0.0640099305710884,-3.083909,1.396301,4.48021,0.518
"5589","ZNF720","hurdle",0.713055214595259,1.32141,2.542458,1.221048,0.518
"5533","ZNF524","hurdle",0.302690987090925,-1.8167663,-0.4882218,1.3285445,0.518
"5521","ZNF493","hurdle",0.631865217756079,4.667037,5.1707,0.503663,0.518
"5416","ZKSCAN5","hurdle",0.155576351080739,3.464891,5.311536,1.846645,0.518
"5393","ZFHX2","hurdle",0.0602529377100191,1.818036,4.296339,2.478303,0.518
"5382","ZCWPW1","hurdle",0.738691418208023,2.799292,3.511778,0.712486,0.518
"5003","TMLHE","hurdle",0.316082437005282,2.992947,4.116193,1.123246,0.518
"4932","TMEM102","hurdle",0.0185709551311277,-3.139834,-1.298844,1.84099,0.518
"4925","TMED1","hurdle",0.0913276937224482,1.194302,3.904096,2.709794,0.518
"4820","TBC1D9B","hurdle",0.173799413502187,5.072602,6.365532,1.29293,0.518
"4658","SPI1","hurdle",0.23045103912211,-2.3316651,0.7627946,3.0944597,0.518
"4645","SPATA22","hurdle",0.0187585097260951,-3.030071,1.705443,4.735514,0.518
"4595","SNORD71","hurdle",0.165519282716245,-2.97817,-1.298844,1.679326,0.518
"4548","SNORA47","hurdle",0.261798719095147,-0.2749876,0.9550968,1.2300844,0.518
"4412","SLC25A2","hurdle",0.000242948065963046,-3.030071,2.308838,5.338909,0.518
"4300","SEC31B","hurdle",0.784385788768963,4.858717,6.198152,1.339435,0.518
"4290","SEC1","hurdle",0.0085066153278766,-3.083909,0.3532322,3.4371412,0.518
"4267","SCN4B","hurdle",0.741582742777847,1.954488,2.817953,0.863465,0.518
"4182","RPP38","hurdle",0.268903658676442,2.916177,4.568581,1.652404,0.518
"4137","RNF139","hurdle",0.782741453071687,5.061602,6.663317,1.601715,0.518
"3883","PROCA1","hurdle",0.00528066074741706,-2.7434496,0.8812225,3.6246721,0.518
"3854","PRADC1","hurdle",0.490506623269085,1.585609,2.657566,1.071957,0.518
"3834","PPP1R26","hurdle",0.702386596183774,0.5927051,1.5551828,0.9624777,0.518
"3500","OS9","hurdle",0.373185490933186,4.887416,6.18957,1.302154,0.518
"3169","MPDU1","hurdle",0.777482758267078,2.158088,3.509737,1.351649,0.518
"2804","LOXL3","hurdle",0.197002147644893,1.85069,4.546845,2.696155,0.518
"2651","LOC144486","hurdle",0.19874192124211,-1.5472887,0.6925424,2.2398311,0.518
"2504","LOC100129387","hurdle",0.237367798593588,3.321475,5.147254,1.825779,0.518
"2498","LOC100129027","hurdle",0.127030652116494,-3.083909,-1.691162,1.392747,0.518
"2473","LLGL1","hurdle",0.695367311102374,-0.7315844,1.7266906,2.458275,0.518
"2440","LINC00032","hurdle",0.0622589965168664,1.300551,2.472907,1.172356,0.518
"2432","LGR6","hurdle",0.279156182002353,-3.083909,-2.468769,0.61514,0.518
"2370","KPNA1","hurdle",0.786676354144564,6.250929,7.206022,0.955093,0.518
"2287","KCTD18","hurdle",0.514237755298251,1.667317,2.451796,0.784479,0.518
"2186","IMPA2","hurdle",0.178644740871981,-2.5797962,0.2975228,2.877319,0.518
"2056","HM13","hurdle",0.625443353826015,3.364196,4.719289,1.355093,0.518
"1989","HEBP2","hurdle",0.134641544923424,-0.9768958,0.8938006,1.8706964,0.518
"1935","GTF2H2C","hurdle",0.30858424851214,-2.398314,-1.298844,1.09947,0.518
"1612","FBXO43","hurdle",0.2453473885208,-0.9896858,1.5551828,2.5448686,0.518
"1570","FAM66A","hurdle",0.146329331508677,0.5927051,2.8376178,2.2449127,0.518
"1511","FAM157A","hurdle",0.26247875207549,-2.6593036,-0.3336099,2.3256937,0.518
"1285","DPPA4","hurdle",0.243254435583417,-3.030071,-0.901085,2.128986,0.518
"1282","DPP7","hurdle",0.155972278087286,2.504364,3.136445,0.632081,0.518
"1157","DCT","hurdle",0.161909564125476,-2.97817,1.323788,4.301958,0.518
"989","COL27A1","hurdle",0.425579469608408,-2.2069486,-0.9452075,1.2617411,0.518
"900","CHIC2","hurdle",0.710882990619125,2.992134,3.848643,0.856509,0.518
"849","CDK5RAP1","hurdle",0.819313824711186,4.540424,5.168761,0.628337,0.518
"740","CATSPER3","hurdle",0.497427249260372,-0.431957,0.9186324,1.3505894,0.518
"695","CA1","hurdle",0.162328633630256,-3.083909,-0.1939754,2.8899336,0.518
"668","C8orf55","hurdle",0.496371336775868,0.6474229,2.1396174,1.4921945,0.518
"653","C7orf13","hurdle",0.509424446931095,0.3904061,1.3605002,0.9700941,0.518
"230","AP1G1","hurdle",0.775699338152657,6.377866,7.103491,0.725625,0.518
"102","ADH4","hurdle",0.253270305607197,-2.177384158,0.004646365,2.182030523,0.518
"5432","ZNF141","hurdle",0.703435850136993,2.885863,5.497118,2.611255,0.517
"5225","URGCP","hurdle",0.607011355334938,4.093653,5.61528,1.521627,0.517
"5205","UGT3A2","hurdle",0.308568703718258,-2.928071,-2.345387,0.582684,0.517
"4607","SNORD99","hurdle",0.00017816198823361,2.833276,4.249396,1.41612,0.517
"4528","SMS","hurdle",0.853013241749598,3.94364,4.550821,0.607181,0.517
"4392","SLC16A2","hurdle",0.526278718534342,4.132164,4.887525,0.755361,0.517
"4390","SLC15A5","hurdle",0.207450059705279,-1.241714,2.71185,3.953564,0.517
"4090","RGP1","hurdle",0.244749546144604,-0.6582822,2.0069639,2.6652461,0.517
"4073","REV3L","hurdle",0.887272150622268,7.815083,8.323324,0.508241,0.517
"3919","PSMD9","hurdle",0.816227879657424,4.071121,4.870126,0.799005,0.517
"3894","PRR5","hurdle",0.0679239465529902,-1.83974,1.941833,3.781573,0.517
"3849","PPP4R1L","hurdle",0.0883877940090017,1.036097,3.390543,2.354446,0.517
"3755","PLXNA3","hurdle",0.218829037278504,2.340313,3.744856,1.404543,0.517
"3633","PEBP4","hurdle",0.307903690810141,-0.3805186,1.9478773,2.3283959,0.517
"3241","MUC1","hurdle",0.294311175853822,-1.02875,2.170959,3.199709,0.517
"3197","MRVI1-AS1","hurdle",0.669978922951673,0.7080833,2.8538025,2.1457192,0.517
"2304","KGFLP1","hurdle",0.508455687079318,-0.7863214,0.5567656,1.343087,0.517
"2069","HMOX1","hurdle",0.112606045161115,1.364761,2.226707,0.861946,0.517
"2047","HIST2H2BC","hurdle",0.213656385957901,-2.331665,-1.188662,1.143003,0.517
"2013","HHAT","hurdle",0.659574562181936,1.397054,4.087737,2.690683,0.517
"1983","HEATR2","hurdle",0.032389970470936,2.20093,5.396853,3.195923,0.517
"1841","GMPPA","hurdle",0.0167683040545353,0.984716,2.959292,1.974576,0.517
"1580","FAM86C2P","hurdle",0.135055068207712,-0.7641768,2.9167848,3.6809616,0.517
"1492","FAM110D","hurdle",0.260494924521212,-2.5797962,0.7490152,3.3288114,0.517
"1460","EVC2","hurdle",0.285696657644787,-1.25709472,-0.06667104,1.19042368,0.517
"1333","EDA","hurdle",0.131297170759131,-1.082538,1.886267,2.968805,0.517
"1328","EBPL","hurdle",0.363625846989742,1.457195,3.593084,2.135889,0.517
"1307","DTX3L","hurdle",0.350433149073122,3.23548,3.775764,0.540284,0.517
"1115","CYP3A4","hurdle",0.0380198354163277,-2.299461,1.092382,3.391843,0.517
"1106","CYCS","hurdle",0.0217026809335469,7.57024,8.366759,0.796519,0.517
"848","CDK2AP2","hurdle",0.548064732900588,2.694256,3.691822,0.997566,0.517
"723","CAPN9","hurdle",0.0100614218295283,-0.322737,3.517885,3.840622,0.517
"553","C19orf40","hurdle",0.310363232065498,-2.928071,-2.23173,0.696341,0.517
"521","C15orf34","hurdle",0.284213981975202,-1.403439,1.578744,2.982183,0.517
"293","ARL17A","hurdle",0.111792007347947,2.459196,3.608428,1.149232,0.517
"212","ANKRD31","hurdle",0.0393839250848718,0.07745761,3.14961602,3.07215841,0.517
"5611","ZNF816-ZNF321P","hurdle",0.0232480329184686,-3.321928,-2.603699,0.718229,0.516
"5552","ZNF571","hurdle",0.431044742669266,3.898369,4.986998,1.088629,0.516
"5550","ZNF569","hurdle",0.562453184634091,3.736949,4.340654,0.603705,0.516
"5495","ZNF418","hurdle",0.291409432089189,2.149364,5.102577,2.953213,0.516
"5461","ZNF266","hurdle",0.84416543495237,6.026969,6.59804,0.571071,0.516
"5438","ZNF19","hurdle",0.271147033013776,2.559179,3.451371,0.892192,0.516
"5429","ZNF132","hurdle",0.413138464473074,1.061117,3.616039,2.554922,0.516
"5424","ZMYND19","hurdle",0.236537325652546,-0.3472177,1.3605002,1.7077179,0.516
"5025","TNIP3","hurdle",0.0305543915792182,-2.97817,1.002325,3.980495,0.516
"4752","STYXL1","hurdle",0.554971059246717,2.770189,4.401375,1.631186,0.516
"4731","STK19","hurdle",0.0232480329184697,-3.3219281,-0.3045809,3.0173472,0.516
"4592","SNORD63","hurdle",0.432761030478252,2.442631,3.753508,1.310877,0.516
"4566","SNORD115-13","hurdle",0.0232480329184696,-3.3219281,-0.5550252,2.7669029,0.516
"4563","SNORD101","hurdle",0.0232480329184695,-3.3219281,0.1792028,3.5011309,0.516
"4463","SLC37A1","hurdle",0.136184775296858,1.528448,2.390987,0.862539,0.516
"4247","SCAMP2","hurdle",0.270092164580656,3.272104,4.727218,1.455114,0.516
"4106","RHD","hurdle",0.305650461602759,0.3953334,2.9137002,2.5183668,0.516
"4092","RGPD3","hurdle",0.736376258502529,-0.4762693,0.441552,0.9178213,0.516
"4091","RGPD2","hurdle",0.0232480329184697,-3.321928,-0.901085,2.420843,0.516
