"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.microglia","log2fold_change","Auc"
"891","ITGAX","hurdle",5.37764448028272e-18,2.31537,9.43835,7.12298,0.956
"240","C3","hurdle",9.68106044195842e-18,2.91146,9.937245,7.025785,0.955
"955","LAPTM5","hurdle",3.63524447005555e-16,3.616744,8.479174,4.86243,0.95
"328","CD74","hurdle",6.27705541733505e-16,4.566951,10.917307,6.350356,0.949
"739","GPR183","hurdle",7.99307066509216e-15,4.764174,10.251009,5.486835,0.946
"1358","OLR1","hurdle",3.59648061193941e-17,4.193244,10.659416,6.466172,0.928
"323","CD53","hurdle",2.49126658901804e-17,2.939695,8.984881,6.045186,0.927
"141","B4GALT1","hurdle",1.56929919963338e-10,4.432339,7.371559,2.93922,0.925
"65","ALOX5AP","hurdle",1.33867045077644e-15,2.592007,8.636534,6.044527,0.924
"294","CCL3","hurdle",6.79078015730015e-17,3.785702,10.550542,6.76484,0.923
"1451","PLEK","hurdle",1.14598642578187e-15,3.936581,9.849268,5.912687,0.922
"1531","PTPRC","hurdle",5.11519389324436e-15,2.652113,8.823288,6.171175,0.921
"959","LCP1","hurdle",1.12691596493121e-14,1.688259,8.799403,7.111144,0.921
"296","CCL4","hurdle",8.77224064059728e-19,3.858499,10.267489,6.40899,0.92
"452","CYBB","hurdle",1.43828053754497e-13,3.333094,8.284998,4.951904,0.913
"1870","SRGN","hurdle",1.04199935629487e-12,5.238426,10.125543,4.887117,0.912
"775","HCLS1","hurdle",1.0745434623684e-13,1.550406,6.31696,4.766554,0.912
"27","ADAM28","hurdle",3.51516439326179e-13,4.600057,8.146441,3.546384,0.912
"917","KCTD12","hurdle",1.4692365379363e-09,5.239278,8.476898,3.23762,0.91
"1860","SPP1","hurdle",6.82404351241407e-09,8.502568,12.041137,3.538569,0.904
"35","ADORA3","hurdle",1.56620306035042e-11,3.620674,7.427103,3.806429,0.9
"228","C1QA","hurdle",5.18752761428847e-16,-2.430494,6.330469,8.760963,0.899
"861","IL1B","hurdle",1.8236432254364e-16,3.240229,9.593228,6.352999,0.895
"1597","RGS10","hurdle",1.35504801820774e-14,-0.1004937,6.8998101,7.0003038,0.894
"241","C3AR1","hurdle",9.25717610823521e-15,2.473406,9.577382,7.103976,0.894
"329","CD83","hurdle",1.02023989103044e-10,5.500634,10.165347,4.664713,0.892
"1","A2M","hurdle",3.67948431919069e-11,6.32861,10.27326,3.94465,0.892
"2060","TYROBP","hurdle",9.37158841541806e-14,-0.3926862,5.4441867,5.8368729,0.891
"1923","TBXAS1","hurdle",5.23602164050742e-14,0.08790445,6.15810472,6.07020027,0.891
"376","CLEC7A","hurdle",9.92279150355704e-14,4.033759,8.931772,4.898013,0.89
"1251","MSR1","hurdle",1.30553085042907e-14,3.74708,9.949152,6.202072,0.889
"1349","OBFC2A","hurdle",4.37845591251938e-10,5.640301,9.934115,4.293814,0.888
"331","CD86","hurdle",1.59433647068624e-13,3.463764,7.776269,4.312505,0.888
"770","HAVCR2","hurdle",3.52266909587975e-13,2.66062,8.816704,6.156084,0.887
"1596","RGS1","hurdle",1.69325568475469e-12,6.417815,10.265512,3.847697,0.884
"1247","MS4A7","hurdle",8.13867830696249e-12,4.272251,8.126575,3.854324,0.882
"433","CTSS","hurdle",4.47438933561754e-10,2.937596,6.210184,3.272588,0.881
"740","GPR34","hurdle",1.77041056697761e-11,3.420341,9.295712,5.875371,0.88
"1844","SOCS6","hurdle",1.43254870390335e-08,4.355562,8.845608,4.490046,0.877
"1736","SGK1","hurdle",1.618247988807e-07,7.543446,10.54946,3.006014,0.875
"1692","S100A11","hurdle",1.46217413281676e-10,2.53485,6.934133,4.399283,0.874
"248","C5AR1","hurdle",1.8662025685266e-11,0.5428794,5.4503865,4.9075071,0.873
"2163","ZFP36L2","hurdle",1.06297838209223e-07,6.535458,9.489045,2.953587,0.869
"1100","LPCAT2","hurdle",7.57779141384934e-11,3.127535,8.065618,4.938083,0.868
"499","DHRS9","hurdle",1.5199421526694e-15,1.575816,9.304294,7.728478,0.867
"230","C1QC","hurdle",1.85038906649218e-13,-0.5884528,5.3165078,5.9049606,0.864
"1879","ST6GAL1","hurdle",3.9141841015732e-10,4.461113,8.764374,4.303261,0.862
"229","C1QB","hurdle",1.53996241668722e-12,0.8169765,7.81322,6.9962435,0.862
"139","B3GNT5","hurdle",1.37788229648349e-12,5.057805,9.550819,4.493014,0.862
"637","FCER1G","hurdle",1.97715312705992e-12,1.473309,7.196971,5.723662,0.861
"156","BCL2A1","hurdle",2.07961527412023e-12,2.048646,8.414051,6.365405,0.861
"593","ETS2","hurdle",1.32849980885114e-09,3.848481,8.238285,4.389804,0.857
"138","B2M","hurdle",2.45617114363608e-05,9.105469,10.931966,1.826497,0.855
"83","APBB1IP","hurdle",3.16298674429505e-11,1.123048,6.109308,4.98626,0.855
"1099","LPAR6","hurdle",9.97825264888735e-09,3.699986,7.810813,4.110827,0.854
"356","CH25H","hurdle",6.75854747650549e-11,3.967079,8.691002,4.723923,0.853
"103","ARHGDIB","hurdle",4.1467190095057e-11,2.281574,7.872521,5.590947,0.853
"417","CSF1R","hurdle",2.90945500101202e-11,2.194035,8.277462,6.083427,0.852
"1377","P2RY12","hurdle",7.81999808984536e-11,4.261665,8.881229,4.619564,0.85
"321","CD4","hurdle",2.95764571613899e-10,2.022483,6.657854,4.635371,0.85
"1726","SERPINB9","hurdle",1.23123639228789e-06,6.591923,9.614434,3.022511,0.843
"643","FCGR3A","hurdle",2.96328905582411e-14,-2.119595,5.780704,7.900299,0.838
"419","CSF3R","hurdle",1.96404196232358e-13,-2.346267,6.29875,8.645017,0.838
"2152","ZCCHC6","hurdle",2.0890299891363e-06,5.223288,8.757515,3.534227,0.837
"975","LILRB4","hurdle",3.13457664653432e-14,-1.518409,6.538771,8.05718,0.836
"860","IL1A","hurdle",3.13553920321532e-13,1.110684,8.728048,7.617364,0.836
"680","FPR1","hurdle",5.32187089748702e-12,0.1326196,6.8126587,6.6800391,0.834
"877","IPCEF1","hurdle",2.43292794490693e-07,4.404246,6.904334,2.500088,0.833
"857","IL13RA1","hurdle",1.72542238823656e-08,3.993247,7.400666,3.407419,0.832
"1708","SCIN","hurdle",3.67366516883274e-12,2.120707,7.848075,5.727368,0.831
"852","IGSF6","hurdle",1.84819158112098e-11,0.4477807,6.9148336,6.4670529,0.831
"1720","SELPLG","hurdle",1.41276463183627e-11,-1.317911,5.380678,6.698589,0.83
"862","IL1RAP","hurdle",8.57004717657596e-07,4.739692,8.013881,3.274189,0.83
"794","HLA-B","hurdle",2.51153114652146e-07,1.416177,5.012904,3.596727,0.829
"1699","SAMSN1","hurdle",5.55946366113911e-11,2.053822,8.099874,6.046052,0.828
"1802","SLCO2B1","hurdle",6.53266052812827e-08,2.367226,6.478365,4.111139,0.827
"551","EGR2","hurdle",7.13894553551712e-07,5.086816,9.402692,4.315876,0.827
"1779","SLC2A5","hurdle",4.93014936288137e-10,1.676563,7.110875,5.434312,0.826
"1383","PABPC3","hurdle",1.00157554420744e-05,3.184687,5.156336,1.971649,0.822
"871","IL8","hurdle",2.10819272228207e-07,7.053745,10.009006,2.955261,0.821
"1850","SP100","hurdle",2.79264983016765e-07,4.407029,6.537801,2.130772,0.82
"1250","MSN","hurdle",2.95807660539007e-06,4.888703,6.662312,1.773609,0.82
"841","IFI30","hurdle",3.86630423196639e-09,1.611357,7.103681,5.492324,0.819
"880","IRAK2","hurdle",4.29106762985757e-10,2.044752,7.749702,5.70495,0.817
"940","KLF6","hurdle",4.84816551217388e-05,6.86903,8.548003,1.678973,0.815
"597","EVI2B","hurdle",1.5407174438795e-07,3.972898,8.198015,4.225117,0.803
"1767","SLA","hurdle",2.89129982528551e-07,3.571447,8.643766,5.072319,0.802
"1317","NLRP3","hurdle",2.16603153388528e-07,2.42629,7.228578,4.802288,0.802
"968","LHFPL2","hurdle",7.45087897770128e-09,2.790322,8.423536,5.633214,0.802
"387","CMTM6","hurdle",5.02569851144729e-06,5.16319,8.572842,3.409652,0.8
"1617","RNASET2","hurdle",2.61525493074997e-05,3.516737,6.136479,2.619742,0.799
"1302","NEDD9","hurdle",1.34947703228354e-06,4.769099,8.600517,3.831418,0.799
"437","CX3CR1","hurdle",1.13104456438735e-09,2.630624,8.497752,5.867128,0.799
"802","HLA-DRB1","hurdle",9.88122528729746e-10,-1.944242,7.066493,9.010735,0.797
"534","DUSP6","hurdle",2.22671210479631e-05,6.55914,9.375121,2.815981,0.795
"330","CD84","hurdle",6.48157764471019e-09,2.128087,7.66338,5.535293,0.795
"943","KLHL6","hurdle",4.94940104540373e-10,-1.443564,5.311975,6.755539,0.793
"30","ADAP2","hurdle",1.34708522049003e-08,1.387764,5.849561,4.461797,0.793
"2027","TRIB1","hurdle",8.63827186845552e-06,5.285526,9.273155,3.987629,0.792
"1587","REL","hurdle",5.08079322513745e-05,4.63458,7.357332,2.722752,0.792
"1375","P2RX4","hurdle",2.73064682845747e-07,2.632355,8.002323,5.369968,0.792
"1954","TLR2","hurdle",3.02458286288168e-08,2.53485,6.147968,3.613118,0.791
"1055","LOC284454","hurdle",1.82079704425051e-06,4.293466,8.312486,4.01902,0.791
"1125","LYN","hurdle",1.76907801054501e-08,1.337716,7.006046,5.66833,0.79
"565","ELF1","hurdle",9.92661291965279e-06,4.907409,8.641736,3.734327,0.79
"1687","RUNX1","hurdle",1.58642117397944e-08,1.440093,7.116084,5.675991,0.789
"801","HLA-DRA","hurdle",7.15581648018634e-08,1.875298,6.900565,5.025267,0.788
"326","CD68","hurdle",2.42446263042616e-08,-0.3997444,5.3322604,5.7320048,0.788
"1557","RAP2B","hurdle",0.000237223751675801,6.511791,8.01423,1.502439,0.787
"306","CD14","hurdle",1.69531953150268e-08,0.9366861,7.0522963,6.1156102,0.786
"869","IL6R","hurdle",1.71966852014393e-06,3.524215,7.625526,4.101311,0.784
"908","KBTBD8","hurdle",5.80678840943431e-06,3.716807,7.782425,4.065618,0.783
"1939","TGFBR2","hurdle",3.94390147717442e-07,2.151212,6.288405,4.137193,0.782
"642","FCGR2A","hurdle",1.3162535656532e-07,2.927763,6.097505,3.169742,0.782
"133","ATP8B4","hurdle",2.82393647103264e-07,1.375414,4.73674,3.361326,0.782
"1701","SAT1","hurdle",0.00296855395626446,10.54966,11.66193,1.11227,0.775
"930","KIAA1274","hurdle",3.65366109094441e-06,1.554064,3.581954,2.02789,0.774
"699","GBP2","hurdle",1.73897762434411e-06,3.263872,7.70848,4.444608,0.774
"440","CXCL16","hurdle",1.75132199626338e-06,1.467503,5.249351,3.781848,0.773
"367","CHSY1","hurdle",3.63924281157076e-05,5.643738,8.869902,3.226164,0.773
"1435","PIK3AP1","hurdle",6.15557276375505e-10,-1.825434,6.106694,7.932128,0.772
"1670","RPS6","hurdle",0.00329936219532172,6.793783,8.203837,1.410054,0.771
"1234","MPEG1","hurdle",1.61741012705713e-09,-1.581213,6.04248,7.623693,0.771
"690","FYB","hurdle",2.09405803864157e-10,1.593696,7.661155,6.067459,0.771
"567","ELL2","hurdle",0.000649830717669246,7.152422,9.484143,2.331721,0.77
"2121","WASF2","hurdle",0.000374562807933931,4.918269,7.196971,2.278702,0.769
"979","LIMS1","hurdle",0.000119082501822544,4.007322,6.408967,2.401645,0.769
"645","FCGRT","hurdle",2.19977607546832e-05,2.556892,6.439415,3.882523,0.769
"1916","TAL1","hurdle",3.26826110319973e-08,1.482935,6.76454,5.281605,0.766
"1448","PLAUR","hurdle",6.94199120496056e-06,2.584873,6.351602,3.766729,0.766
"776","HCST","hurdle",5.63746502384107e-08,0.4319659,4.8060662,4.3741003,0.766
"78","ANXA5","hurdle",0.00079288046795944,6.919435,8.888857,1.969422,0.766
"896","ITPR2","hurdle",0.00075595453569501,7.266818,9.379595,2.112777,0.765
"430","CTSB","hurdle",0.00110603513296773,7.446358,9.478213,2.031855,0.765
"1866","SPTLC2","hurdle",0.000156473815869057,5.624625,7.870596,2.245971,0.764
"1574","RBM47","hurdle",4.38154109990533e-08,2.488775,4.976134,2.487359,0.764
"100","ARHGAP25","hurdle",1.47418940433369e-08,1.180967,7.197585,6.016618,0.764
"990","LIPA","hurdle",0.000505889529364035,6.704657,8.966073,2.261416,0.763
"716","GLDN","hurdle",0.000286762571498934,7.448079,10.328016,2.879937,0.762
"1988","TMSB4X","hurdle",0.00672037710061358,6.514609,8.043916,1.529307,0.761
"1776","SLC25A37","hurdle",0.00144283946217604,5.694331,6.832574,1.138243,0.761
"1757","SIGLEC10","hurdle",1.86560576815543e-07,1.054984,5.472894,4.41791,0.76
"924","KIAA0247","hurdle",0.000626447448462974,5.177933,7.312089,2.134156,0.76
"1309","NFKBIZ","hurdle",0.00053075029350403,5.499923,8.387102,2.887179,0.759
"168","BLNK","hurdle",2.33406111577525e-07,1.991798,7.689823,5.698025,0.759
"1532","PTPRE","hurdle",0.00139662102012223,6.658365,8.783735,2.12537,0.757
"1464","PMAIP1","hurdle",5.47306478794904e-07,2.918571,8.470049,5.551478,0.757
"859","IL18","hurdle",1.152532511146e-06,3.274442,5.311975,2.037533,0.756
"581","EPB41L2","hurdle",6.41537067438759e-05,5.438177,8.15943,2.721253,0.756
"2077","UCP2","hurdle",1.30418534866686e-06,1.993146,5.474923,3.481777,0.751
"797","HLA-DPB1","hurdle",1.61627685077893e-06,1.616613,6.046578,4.429965,0.749
"1064","LOC338758","hurdle",6.99888293681813e-05,2.260462,6.240314,3.979852,0.746
"822","HPGDS","hurdle",2.26898217378735e-11,-2.988249,6.006466,8.994715,0.746
"226","C1orf38","hurdle",8.33239493882308e-06,1.447977,6.288405,4.840428,0.746
"1406","PDPN","hurdle",1.49181814066638e-05,3.055178,6.570425,3.515247,0.745
"960","LCP2","hurdle",7.2933280787529e-06,3.471521,7.17717,3.705649,0.745
"2024","TREM2","hurdle",6.19605680598491e-09,-0.768595,6.556123,7.324718,0.744
"291","CCL2","hurdle",3.66943568210006e-08,3.852571,8.510418,4.657847,0.744
"2006","TNFSF8","hurdle",4.30696523222641e-09,0.2900428,7.6700366,7.3799938,0.743
"1952","TLR1","hurdle",4.07566424557673e-09,0.8500811,8.152475,7.3023939,0.743
"652","FGL2","hurdle",1.71484297590645e-05,2.273832,5.996615,3.722783,0.743
"1663","RPS15A","hurdle",0.00190182291008497,3.903633,5.687551,1.783918,0.742
"1518","PTAFR","hurdle",1.09207857537757e-08,-1.11843,7.27298,8.39141,0.742
"1382","PABPC1","hurdle",0.00174572760197144,6.57863,8.585103,2.006473,0.741
"1455","PLIN2","hurdle",0.000206114621458723,4.709877,8.462911,3.753034,0.74
"745","GPX1","hurdle",0.00154183385392213,4.204633,7.114133,2.9095,0.74
"300","CCR1","hurdle",1.29602984675103e-07,0.666292,5.866661,5.200369,0.74
"22","ACTB","hurdle",0.00575963311559871,9.685862,10.974845,1.288983,0.74
"856","IL10RA","hurdle",3.41065903029577e-08,-1.518409,6.05474,7.573149,0.739
"640","FCGR1B","hurdle",1.09657298561659e-07,-1.565254,3.738768,5.304022,0.739
"2115","VSIG4","hurdle",3.27620534687561e-07,1.537532,8.29938,6.761848,0.737
"796","HLA-DMA","hurdle",1.96064570490371e-07,-2.4597,3.318317,5.778017,0.737
"431","CTSC","hurdle",2.97482003647667e-05,2.947364,6.731828,3.784464,0.737
"1759","SIGLEC14","hurdle",4.75455686005329e-08,1.661383,5.760886,4.099503,0.736
"2123","WDFY4","hurdle",5.55983307039527e-07,-1.386363,3.566815,4.953178,0.735
"1956","TLR4","hurdle",0.00105860213395406,5.067753,7.409179,2.341426,0.734
"650","FGD2","hurdle",1.23639415843915e-06,0.09796162,4.27426166,4.17630004,0.733
"639","FCGR1A","hurdle",1.19743310095531e-06,-0.4648721,4.3557915,4.8206636,0.733
"659","FKBP5","hurdle",0.00195752086333501,5.692051,7.644127,1.952076,0.729
"4","ABCB4","hurdle",5.98304096784882e-07,0.2679423,4.6710102,4.4030679,0.729
"1862","SPRED1","hurdle",0.000522964360376898,6.379807,8.438428,2.058621,0.728
"2116","VTRNA1-1","hurdle",6.31752570113329e-06,-2.266686,0.7333543,3.0000403,0.727
"1938","TGFBR1","hurdle",0.000760451891958873,5.52588,8.127865,2.601985,0.727
"1326","NPC2","hurdle",0.00278563517208444,5.046976,6.753718,1.706742,0.727
"1652","RPL30","hurdle",0.0173911681766342,5.970274,7.143128,1.172854,0.726
"889","ITGAM","hurdle",1.30025219236647e-05,1.265937,6.477354,5.211417,0.725
"1892","STX11","hurdle",1.64212708408484e-05,3.228833,5.176423,1.94759,0.723
"1122","LY86","hurdle",1.16929244495456e-05,1.607842,4.869131,3.261289,0.723
"693","GAB3","hurdle",1.89328525476612e-05,3.534434,5.345627,1.811193,0.723
"343","CDKN1A","hurdle",0.000726750434448171,3.981072,5.785616,1.804544,0.722
"143","BACH1","hurdle",0.00435925006411336,5.101106,7.63145,2.530344,0.722
"79","AOAH","hurdle",2.47947308521828e-05,2.337822,5.632268,3.294446,0.721
"191","C10orf54","hurdle",0.000412253094789713,3.078856,6.594884,3.516028,0.72
"522","DOCK8","hurdle",4.52861909268215e-06,2.18934,6.896786,4.707446,0.717
"295","CCL3L1","hurdle",5.34560059675855e-09,-3.269269,2.436295,5.705564,0.717
"1887","STK17B","hurdle",0.00416552962096446,5.915349,7.445843,1.530494,0.716
"864","IL1RN","hurdle",2.80758886791062e-08,-2.143092,5.018478,7.16157,0.716
"2094","USP53","hurdle",0.00127245167100662,4.818593,8.439987,3.621394,0.715
"1268","MYL12A","hurdle",0.00507941503831539,5.184437,7.29094,2.106503,0.715
"1103","LPL","hurdle",5.55655494905933e-05,4.26641,9.032493,4.766083,0.714
"574","EMR2","hurdle",2.83281546863418e-05,2.857722,6.392961,3.535239,0.714
"19","ACSL1","hurdle",0.00309748771471551,5.714286,8.832218,3.117932,0.714
"895","ITM2B","hurdle",0.0231814723865422,8.220929,9.172834,0.951905,0.713
"744","GPRIN3","hurdle",0.000419375512743731,3.676269,5.734032,2.057763,0.713
"1845","SORL1","hurdle",0.0103773543737582,7.405787,8.94354,1.537753,0.712
"1279","MYOF","hurdle",0.000186568408858656,3.257156,5.970969,2.713813,0.712
"1403","PDGFB","hurdle",4.65058532265083e-05,1.557712,6.846744,5.289032,0.711
"378","CLECL1","hurdle",2.98216527923113e-07,0.2545176,7.1309566,6.876439,0.711
"6","ABCC4","hurdle",8.39135130764802e-05,2.878291,7.019313,4.141022,0.711
"1724","SERPINA1","hurdle",2.67382677325554e-07,-1.028162,4.394891,5.423053,0.71
"266","CAP1","hurdle",0.00510330296917623,6.613226,8.707489,2.094263,0.71
"1740","SH2B3","hurdle",0.000623880781192951,4.274192,8.93638,4.662188,0.709
"394","CNPY3","hurdle",0.00260704322551095,3.704107,5.931624,2.227517,0.709
"370","CITED2","hurdle",0.00117151918335334,-0.183328,2.593951,2.777279,0.708
"1889","STK4","hurdle",0.00339595052192613,5.388981,7.847292,2.458311,0.707
"1761","SIGLEC8","hurdle",2.56507100319473e-06,0.773714,4.818902,4.045188,0.707
"596","EVI2A","hurdle",0.0113122601007629,7.441985,8.220862,0.778877,0.707
"2162","ZFP36L1","hurdle",0.0096763968855973,6.004092,6.914086,0.909994,0.706
"892","ITGB2","hurdle",2.82403743743049e-06,-1.751339,3.980711,5.73205,0.706
"1565","RASSF3","hurdle",0.00348912455328512,3.301892,5.65571,2.353818,0.705
"1372","OTUD1","hurdle",0.00354206979575432,4.473719,5.176423,0.702704,0.705
"573","EML4","hurdle",0.00144322570800591,6.596697,7.811616,1.214919,0.705
"1523","PTGER4","hurdle",8.96429751942138e-06,-0.5884528,4.5101708,5.0986236,0.704
"1774","SLC1A5","hurdle",1.33203835924427e-05,-0.2842128,3.3628205,3.6470333,0.703
"881","IRAK3","hurdle",0.00039880250386684,3.703695,7.183387,3.479692,0.703
"521","DOCK2","hurdle",1.34008350210267e-06,-0.8532624,4.2695943,5.1228567,0.703
"1237","MPP1","hurdle",0.00792726772423567,4.990061,7.563482,2.573421,0.702
"764","H3F3B","hurdle",0.0712975193397203,9.87108,10.59879,0.72771,0.702
"685","FTH1","hurdle",0.0266218070557059,6.609386,7.487639,0.878253,0.702
"278","CASP10","hurdle",5.47084800596525e-06,0.03653928,4.61691636,4.58037708,0.701
"163","BHLHE41","hurdle",0.0314468263861801,5.781642,6.719047,0.937405,0.7
"2019","TPT1","hurdle",0.0329269892618193,7.172935,8.517325,1.34439,0.698
"1264","MYC","hurdle",0.00056692478911252,2.327174,6.228338,3.901164,0.698
"1186","MGAT1","hurdle",0.00649671326508852,2.733395,5.1127,2.379305,0.698
"846","IFNGR1","hurdle",0.0191969175788704,6.901961,8.672337,1.770376,0.696
"402","COTL1","hurdle",0.00774827195132437,3.299171,4.866042,1.566871,0.696
"55","AKAP13","hurdle",0.0222875556853293,6.445155,7.86287,1.417715,0.696
"1142","MAP2K3","hurdle",0.00429663014037332,3.57325,6.016251,2.443001,0.695
"2104","VASH1","hurdle",0.00637005411072608,3.858868,6.098822,2.239954,0.694
"1042","LOC144571","hurdle",0.000109014888774688,2.615826,5.191306,2.57548,0.694
"847","IFNGR2","hurdle",0.010040435470264,4.777532,6.707014,1.929482,0.694
"562","EIF4E","hurdle",0.0383533664835636,6.414172,8.170739,1.756567,0.694
"1530","PTPN6","hurdle",2.60781848326319e-05,0.2723896,7.1167338,6.8443442,0.693
"1106","LRMP","hurdle",0.000533286743663387,4.177621,7.371559,3.193938,0.693
"1727","SERPINE1","hurdle",0.00142919128101457,3.889227,8.418801,4.529574,0.692
"1659","RPS11","hurdle",0.02886655761604,6.169769,8.094935,1.925166,0.692
"1967","TMED5","hurdle",0.00961290522492242,6.287113,8.499995,2.212882,0.691
"1603","RHOG","hurdle",0.00103161556474179,3.338936,8.136863,4.797927,0.691
"1996","TNFRSF10D","hurdle",0.000206969833013535,2.774733,5.279843,2.50511,0.69
"1065","LOC339505","hurdle",0.000189521182118308,1.206755,5.934575,4.72782,0.689
"1492","PRDM1","hurdle",0.00291398075526407,4.555593,7.323393,2.7678,0.688
"550","EGR1","hurdle",0.0591297440567871,9.958482,10.803102,0.844620000000001,0.688
"454","CYFIP1","hurdle",0.0132786480491282,4.64362,5.970969,1.327349,0.688
"443","CXorf21","hurdle",3.06486883971413e-09,-3.321928,5.261155,8.583083,0.688
"840","IFI16","hurdle",0.00113626340958051,5.520866,8.527624,3.006758,0.687
"1553","RANBP2","hurdle",0.0214032818519556,7.601623,9.4377,1.836077,0.686
"450","CYBA","hurdle",1.77591767786081e-07,-2.946307,1.602884,4.549191,0.685
"1868","SRGAP2","hurdle",0.0265734277758812,5.497194,6.599541,1.102347,0.684
"1647","RPL23P8","hurdle",0.0305734980257403,2.899291,3.934281,1.03499,0.684
"793","HK2","hurdle",0.000694985873203765,1.494401,3.817623,2.323222,0.684
"1886","STK10","hurdle",0.000630945510891341,2.182267,5.989536,3.807269,0.683
"112","ARPC2","hurdle",0.00502824523499813,6.801448,8.744119,1.942671,0.683
"749","GSN","hurdle",0.0144607848934723,5.445087,6.874674,1.429587,0.682
"148","BAZ1A","hurdle",0.0242849886307983,4.662167,5.860466,1.198299,0.682
"1572","RBM3","hurdle",0.0337177653633302,6.127665,7.315489,1.187824,0.681
"669","FLT1","hurdle",0.00236970455540289,5.352953,6.825436,1.472483,0.681
"313","CD300A","hurdle",5.93085143397594e-06,-0.1955595,6.4300343,6.6255938,0.681
"301","CCR5","hurdle",4.70169252995997e-06,-0.7325032,6.3767766,7.1092798,0.681
"544","EDN1","hurdle",0.000130516945944527,2.094575,6.870056,4.775481,0.68
"1615","RNASE6","hurdle",1.80977694296685e-06,-1.344904,5.549977,6.894881,0.679
"1274","MYO1E","hurdle",0.0054987357613087,3.537208,5.782343,2.245135,0.679
"674","FOLR2","hurdle",2.85385924573738e-07,-1.344904,7.542838,8.887742,0.679
"319","CD37","hurdle",1.06633271378806e-05,-2.191267,4.187847,6.379114,0.679
"267","CAPG","hurdle",0.000131757302344204,3.407762,6.078951,2.671189,0.679
"1437","PIK3CG","hurdle",2.77566640297249e-06,-1.86396,6.34607,8.21003,0.678
"1961","TM6SF1","hurdle",0.00692829405587014,4.098744,6.427941,2.329197,0.677
"1246","MS4A6A","hurdle",3.81139429353359e-06,0.3669137,4.702519,4.3356053,0.677
"1173","MESDC1","hurdle",0.00634595192309315,0.6320952,3.4724878,2.8403926,0.677
"722","GMFG","hurdle",2.76653761481282e-05,-0.6972923,4.7299606,5.4272529,0.677
"641","FCGR1C","hurdle",3.66244699379007e-06,-0.1955595,0.3645724,0.5601319,0.677
"784","HIF1A","hurdle",0.000222581405006512,6.816182,9.769487,2.953305,0.675
"277","CASP1","hurdle",5.33534706763518e-05,2.423293,6.820658,4.397365,0.673
"1931","TCOF1","hurdle",0.00912097357252365,3.38843,6.693138,3.304708,0.672
"1556","RAP1A","hurdle",0.0293469458247711,4.491472,7.055011,2.563539,0.672
"957","LAT2","hurdle",9.88197426001563e-05,0.1129171,5.6752514,5.5623343,0.672
"1608","RIN2","hurdle",0.0595434097078475,7.744469,9.928296,2.183827,0.671
"1524","PTGS2","hurdle",0.00325009022594966,4.010321,5.380678,1.370357,0.671
"1267","MYH9","hurdle",0.0226775973873637,4.041596,5.643135,1.601539,0.671
"552","EGR3","hurdle",0.00846956829861227,4.440266,6.482405,2.042139,0.671
"1231","MOB1A","hurdle",0.0102082544730103,3.733435,6.603255,2.86982,0.67
"64","ALOX5","hurdle",0.000223205741680318,1.238923,3.611763,2.37284,0.67
"668","FLJ44635","hurdle",0.0259440354407111,2.500195,3.439623,0.939428,0.669
"1809","SMAP2","hurdle",0.0440209972280766,4.99881,7.193279,2.194469,0.668
"868","IL4R","hurdle",0.000137286647333164,0.8648811,6.4904498,5.6255687,0.667
"1505","PRRG4","hurdle",0.000150814254703821,1.329204,6.491452,5.162248,0.666
"151","BCAR3","hurdle",0.0150460008881818,3.758221,5.844863,2.086642,0.666
"1979","TMEM176B","hurdle",0.0063265094202087,4.006989,5.798634,1.791645,0.665
"1230","MNDA","hurdle",0.000510616677471581,1.238923,5.491051,4.252128,0.665
"1989","TMX1","hurdle",0.0644175301196618,6.039665,6.93487,0.895205,0.664
"1387","PAG1","hurdle",0.0400222399832906,5.685292,7.96564,2.280348,0.664
"435","CTTNBP2NL","hurdle",0.0037547095643434,5.015818,7.916477,2.900659,0.664
"1543","RAB31","hurdle",0.0531156957056607,6.577395,7.584305,1.00691,0.663
"1426","PICALM","hurdle",0.0610268869864987,6.713883,8.032252,1.318369,0.663
"1159","MCL1","hurdle",0.0206146396624563,6.078832,7.814823,1.735991,0.663
"704","GGTA1P","hurdle",0.000643513041846761,0.5935182,4.4076926,3.8141744,0.663
"1601","RHBDF2","hurdle",0.000995185977741553,0.3669137,3.8863063,3.5193926,0.662
"1193","MIOS","hurdle",0.0221335078867943,3.721287,4.301953,0.580666,0.662
"1171","MEF2A","hurdle",0.066365261597308,6.350727,7.752213,1.401486,0.662
"795","HLA-C","hurdle",0.0378087696754634,2.685844,4.377644,1.6918,0.662
"2000","TNFRSF1B","hurdle",0.00110470326496537,-0.5486847,1.3434078,1.8920925,0.661
"1564","RASSF2","hurdle",0.0427582349317781,6.51543,7.313223,0.797793,0.661
"311","CD276","hurdle",0.0074843308508286,2.346285,5.657497,3.311212,0.661
"12","ABL2","hurdle",0.00723435298336983,6.089268,7.879047,1.789779,0.661
"1378","P2RY13","hurdle",0.000753132312624201,3.304609,6.719902,3.415293,0.66
"1133","MAFB","hurdle",0.000518933608679044,4.444705,7.351271,2.906566,0.66
"2015","TPM3","hurdle",0.0908736199473491,6.189009,8.117189,1.92818,0.658
"1635","ROCK1","hurdle",0.0156388431424784,6.265037,7.785698,1.520661,0.657
