"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"936","LOC100271836","hurdle",0.0830060394876477,5.652658,6.329722,0.677064000000001,0.64
"278","CCDC18","hurdle",0.0423998799129927,3.781537,5.38236,1.600823,0.64
"1932","TXLNG","hurdle",0.102261740649792,5.19015,6.218953,1.028803,0.639
"1739","SPATA6","hurdle",0.0776718397013536,4.978857,6.345578,1.366721,0.639
"738","HNRNPH1","hurdle",0.103334245013391,9.450962,10.021582,0.57062,0.639
"1974","VEZF1","hurdle",0.0743218903344412,5.933631,6.810072,0.876441,0.638
"1414","PPM1D","hurdle",0.000323204074998639,5.238183,5.797013,0.558829999999999,0.638
"798","IRAK3","hurdle",0.017661822963448,4.067202,6.233939,2.166737,0.638
"674","GLIPR1","hurdle",0.0571909647669983,4.350736,6.356379,2.005643,0.638
"521","ELK3","hurdle",0.0040082951789887,0.7229572,2.4270101,1.7040529,0.638
"445","DDX5","hurdle",0.24259456125039,10.12249,10.62463,0.502139999999999,0.638
"19","ACSL1","hurdle",0.0786223055339284,6.164941,6.970777,0.805836,0.638
"2040","ZMIZ1","hurdle",0.101329219148793,5.815504,6.579777,0.764273,0.637
"746","HS6ST2","hurdle",0.0027621796911141,3.222798,3.958327,0.735529,0.637
"616","FMNL3","hurdle",0.0753994074506664,3.500449,5.397651,1.897202,0.637
"1627","SHC4","hurdle",0.015192804414756,4.994536,7.197381,2.202845,0.636
"1523","RHOBTB3","hurdle",0.134506080807777,6.553709,7.728601,1.174892,0.636
"916","LOC100128590","hurdle",0.060591935597046,3.521305,5.321527,1.800222,0.636
"779","IL18","hurdle",0.00188215207402248,1.711949,7.036967,5.325018,0.636
"512","EHD3","hurdle",0.0476404982152812,4.317789,5.33549,1.017701,0.636
"143","BCL2A1","hurdle",0.00416679607555258,4.423548,5.545694,1.122146,0.636
"110","ASAP1","hurdle",0.132242471077109,6.437574,7.830005,1.392431,0.636
"494","DUSP16","hurdle",0.0972697899402129,4.849141,5.845211,0.99607,0.635
"74","AOAH","hurdle",0.00342728949714605,2.110105,5.797013,3.686908,0.635
"516","EIF3A","hurdle",0.077673064076809,6.879283,7.997117,1.117834,0.634
"234","C8orf46","hurdle",0.0751261022160859,6.045761,6.741317,0.695556,0.634
"1273","OPHN1","hurdle",0.10002010512381,5.907584,6.679324,0.77174,0.633
"1256","NUBPL","hurdle",0.100540677895581,4.416733,5.431474,1.014741,0.632
"1204","NAV1","hurdle",0.106957057126344,6.650202,7.21205,0.561847999999999,0.632
"190","C1orf114","hurdle",0.0961550837209409,4.972503,6.337671,1.365168,0.632
"1770","STAG2","hurdle",0.1759594992755,7.008406,7.682526,0.67412,0.631
"1751","SQLE","hurdle",0.112427531290647,5.716426,6.765829,1.049403,0.631
"1474","RAB10","hurdle",0.127406334535444,6.085531,7.180351,1.09482,0.631
"1417","PPP1R9A","hurdle",0.153206619356814,7.300724,8.239943,0.939219,0.631
"1025","LRRC57","hurdle",0.0271299915165881,3.707364,5.66423,1.956866,0.631
"1750","SPTLC2","hurdle",0.135039404032851,5.699161,7.448828,1.749667,0.63
"1671","SLCO2B1","hurdle",0.0324603918525243,3.21409,4.225823,1.011733,0.63
"1471","PYGL","hurdle",0.0103359679509769,3.035822,5.327528,2.291706,0.63
"1327","PCNX","hurdle",0.189870019155129,5.680213,6.598921,0.918708,0.63
"1304","PAPPA","hurdle",0.0295793826358977,2.640351,4.92758,2.287229,0.63
"1995","WFDC1","hurdle",0.000119353262860822,-1.0983783,-0.1880723,0.910306,0.628
"1773","STAT1","hurdle",0.128511508308167,6.195564,7.568083,1.372519,0.628
"1691","SNORA48","hurdle",0.00450442027602523,0.8602523,1.8479969,0.9877446,0.628
"1228","NIT2","hurdle",0.110633927753547,5.089638,6.04779,0.958152,0.628
"644","GAL3ST4","hurdle",0.0136313161231466,0.6965274,2.381591,1.6850636,0.628
"344","CIRH1A","hurdle",0.0881470373280943,4.869432,5.891851,1.022419,0.628
"1758","SRSF4","hurdle",0.172485403403662,5.195174,5.980838,0.785664000000001,0.627
"1674","SLMO2","hurdle",0.115058370949708,6.575459,7.596107,1.020648,0.627
"1105","MIB1","hurdle",0.158720746298613,5.770681,6.469235,0.698554000000001,0.627
"680","GNAI3","hurdle",0.284249731800688,6.800279,7.647378,0.847099,0.627
"602","FILIP1L","hurdle",0.0136183305207747,3.025905,5.744161,2.718256,0.627
"1953","UHMK1","hurdle",0.143050427745969,5.856741,7.056367,1.199626,0.626
"1906","TRIM21","hurdle",0.00109238437136848,0.8809386,1.8027677,0.9218291,0.626
"1781","STK4","hurdle",0.12311920385488,5.605939,6.761403,1.155464,0.626
"1729","SOX4","hurdle",0.130534958141468,7.290854,8.182615,0.891761,0.626
"1525","RHOQ","hurdle",0.152444068135467,5.36553,5.990955,0.625425,0.626
"1079","MED13","hurdle",0.11038267081073,6.705714,7.895087,1.189373,0.626
"869","KLHL7","hurdle",0.100084790856593,5.76751,6.512894,0.745384,0.626
"177","C13orf15","hurdle",0.129276623761328,5.06596,5.819895,0.753935,0.626
"2053","ZNF22","hurdle",0.0801207741768895,4.614092,5.812783,1.198691,0.625
"1987","WDR26","hurdle",0.0340237904855959,6.520546,7.070747,0.550200999999999,0.625
"1625","SH3D19","hurdle",0.138513525303445,5.268638,6.264495,0.995857,0.625
"1229","NLGN1","hurdle",0.0891681021811964,5.919774,6.748044,0.82827,0.625
"914","LMO2","hurdle",0.0195478893533712,0.8422821,3.8733758,3.0310937,0.625
"845","KIAA0247","hurdle",0.0571529472485933,5.367756,6.124466,0.75671,0.625
"778","IL13RA2","hurdle",0.0162854941398383,3.102136,5.270529,2.168393,0.625
"1522","RHBDL3","hurdle",0.0114793226507597,0.4734124,4.2343651,3.7609527,0.624
"1493","RAPGEF6","hurdle",0.152035442573163,6.118957,7.672347,1.55339,0.624
"1257","NUDT11","hurdle",0.00333502199123491,4.768174,6.760665,1.992491,0.624
"1007","LPAR6","hurdle",0.0450933504816243,4.268456,6.753997,2.485541,0.624
"794","INTS9","hurdle",0.0610332743208223,3.202984,4.344986,1.142002,0.624
"555","FAM110B","hurdle",0.160360838630634,7.025718,8.06842,1.042702,0.624
"382","COQ10B","hurdle",0.0180429383205513,6.314663,7.877472,1.562809,0.624
"1999","WNK3","hurdle",0.012002054504794,6.015343,8.221533,2.20619,0.623
"34","ADORA3","hurdle",0.0474048586335624,4.191289,6.040503,1.849214,0.623
"1981","WAC","hurdle",0.201903656081176,7.068253,7.89677,0.828517,0.622
"1152","MKI67IP","hurdle",0.142363089924157,4.357605,6.508499,2.150894,0.622
"725","HIBADH","hurdle",0.107348098024501,4.488535,5.512719,1.024184,0.622
"310","CDH19","hurdle",0.0572011481766467,4.973708,6.704134,1.730426,0.622
"302","CD83","hurdle",0.0292198481991825,6.592356,8.055523,1.463167,0.622
"1570","RUNX1","hurdle",0.0166509851783347,3.239485,4.570868,1.331383,0.621
"1416","PPP1R12A","hurdle",0.377152748269462,8.052613,8.622215,0.569602000000001,0.621
"1367","PIK3R5","hurdle",0.00309413812710757,1.369129,4.368458,2.999329,0.621
"809","ITGB2","hurdle",0.003874612613318,0.1276456,1.1805722,1.0529266,0.621
"752","HSP90B3P","hurdle",0.109908014820852,-0.1376656,1.2496139,1.3872795,0.621
"729","HLA-DMA","hurdle",0.00399901527784489,-0.5007453,0.1375035,0.6382488,0.621
"656","GCNT2","hurdle",0.0216483663428626,3.166138,5.193772,2.027634,0.621
"397","CRISPLD1","hurdle",0.0186839543316995,1.741336,6.913421,5.172085,0.621
"2074","ZNF461","hurdle",0.0610207104036939,3.301083,4.914352,1.613269,0.62
"1920","TSN","hurdle",0.101948045485862,6.176492,7.16144,0.984948,0.62
"211","C3orf38","hurdle",0.0760520909257129,4.163517,7.064773,2.901256,0.62
"1901","TRAPPC8","hurdle",0.184888685306534,6.033109,7.046093,1.012984,0.619
"1176","MRPS22","hurdle",0.018021992881697,5.124133,5.706285,0.582152000000001,0.619
"891","LDLRAD3","hurdle",0.0348157230905943,3.232028,4.901001,1.668973,0.619
"60","ANGPT2","hurdle",0.0417571336042848,4.409378,6.320725,1.911347,0.619
"1363","PIGA","hurdle",0.0969806871952866,5.153729,6.241374,1.087645,0.618
"1171","MPPED2","hurdle",0.0590243817906284,3.176335,4.480409,1.304074,0.618
"756","HSPH1","hurdle",0.190532859790659,9.163981,11.041309,1.877328,0.618
"915","LOC100128505","hurdle",0.019774179609775,2.462572,5.053594,2.591022,0.617
"657","GDAP2","hurdle",0.129756800407903,5.386865,7.563006,2.176141,0.617
"569","FAM46A","hurdle",0.138712834075966,6.137726,7.713406,1.57568,0.617
"147","BEST3","hurdle",0.00418137216030695,-0.4855349,4.2258233,4.7113582,0.617
"1929","TTLL5","hurdle",0.0447405876631878,5.142147,6.621889,1.479742,0.616
"1568","RSPRY1","hurdle",0.116001338146599,5.008368,6.35931,1.350942,0.616
"651","GAS1","hurdle",0.00799197654181721,0.9552766,4.9090263,3.9537497,0.616
"451","DEPDC4","hurdle",0.00548105121346479,1.387833,4.309047,2.921214,0.616
"1963","USP8","hurdle",0.124878607825642,6.419823,7.230848,0.811025,0.615
"1838","TGIF1","hurdle",0.0291939185973368,2.641217,4.739368,2.098151,0.615
"1813","TAOK1","hurdle",0.25765276681958,8.106912,8.646019,0.539107000000001,0.615
"990","LOC643837","hurdle",0.037758852175418,1.47594,3.085576,1.609636,0.615
"812","JAG1","hurdle",0.151820726241909,5.251719,6.311673,1.059954,0.615
"137","BAZ2B","hurdle",0.285288671795311,7.971451,8.556889,0.585438,0.615
"1594","SEC24A","hurdle",0.160247146661902,4.774703,6.180793,1.40609,0.614
"1500","RBBP6","hurdle",0.326641302205694,7.802515,8.356036,0.553521,0.614
"980","LOC341056","hurdle",0.00432341037566698,-1.041661,4.151101,5.192762,0.614
"724","HIAT1","hurdle",0.23591686854258,5.404194,6.121015,0.716820999999999,0.614
"692","GPN3","hurdle",0.147647223126117,4.506238,5.872829,1.366591,0.614
"1819","TBC1D8","hurdle",0.094955594222483,3.445959,4.68432,1.238361,0.613
"1596","SEC63","hurdle",0.202636606799731,6.787619,8.040685,1.253066,0.613
"1193","MYO1E","hurdle",0.134027487657244,3.738464,4.610779,0.872315,0.613
"1075","MDGA2","hurdle",0.0143353256046729,4.939956,6.238192,1.298236,0.613
"597","FGD2","hurdle",0.0139850245346524,0.6490772,3.3122779,2.6632007,0.613
"95","ARHGAP12","hurdle",0.181165819103946,6.369737,8.276073,1.906336,0.613
"2026","ZDHHC3","hurdle",0.118530964438574,4.248979,5.224109,0.97513,0.612
"1837","TGFA","hurdle",0.00179554219455117,2.34093,6.988558,4.647628,0.612
"1821","TBXAS1","hurdle",0.017163284944354,2.137381,3.817623,1.680242,0.612
"1475","RAB14","hurdle",0.171764171895746,6.908092,7.684476,0.776384,0.612
"481","DOCK1","hurdle",0.208880457053718,5.436869,6.935198,1.498329,0.612
"447","DDX60L","hurdle",0.0521663619207854,3.176335,3.867896,0.691561,0.612
"1741","SPG21","hurdle",0.10268613292331,4.464996,5.395748,0.930752,0.611
"1505","RBM39","hurdle",0.272178231560469,8.495192,9.097418,0.602226,0.611
"1253","NTN4","hurdle",0.128391376445617,4.596109,5.234791,0.638682,0.611
"1164","MNDA","hurdle",0.0181543537220079,1.964028,4.119172,2.155144,0.611
"1053","MAMLD1","hurdle",0.102305933289688,3.438004,4.919658,1.481654,0.611
"837","KDM3A","hurdle",0.19364507132577,5.24575,8.279172,3.033422,0.611
"370","CNTN1","hurdle",0.220154046584296,7.945207,8.514122,0.568915000000001,0.611
"251","CAP1","hurdle",0.213119877284421,6.802895,7.479241,0.676346,0.611
"92","ARFGAP3","hurdle",0.273589121049554,5.671652,6.664388,0.992736,0.611
"2","A2M","hurdle",0.114443703321338,7.09122,8.121764,1.030544,0.611
"1393","PMS1","hurdle",0.146801987604871,5.826591,7.123432,1.296841,0.61
"1254","NTNG1","hurdle",0.0649076895327049,2.577468,5.353245,2.775777,0.61
"1250","NSRP1","hurdle",0.275140100360824,5.72176,6.593121,0.871361,0.61
"218","C5orf15","hurdle",0.108120115693053,5.96485,6.844653,0.879803,0.61
"1357","PHOSPHO2","hurdle",0.0609175778580353,2.11635,3.911159,1.794809,0.609
"770","IFNGR2","hurdle",0.0492018661384722,4.919569,5.75013,0.830561,0.609
"601","FIBIN","hurdle",0.00997948490413484,4.134276,5.364961,1.230685,0.609
"304","CD86","hurdle",0.0147223745698035,3.948328,7.030851,3.082523,0.609
"1902","TREM1","hurdle",6.51859233965872e-05,-3.217717,3.421036,6.638753,0.608
"1595","SEC24D","hurdle",0.0531708323658191,2.821718,4.989442,2.167724,0.608
"1200","NAB1","hurdle",0.211515187641072,4.898346,5.514473,0.616127,0.608
"1195","MYOM1","hurdle",0.073576200844575,2.73185,3.942775,1.210925,0.608
"1083","MEF2A","hurdle",0.117838294143529,6.413752,7.196288,0.782536,0.608
"493","DUSP14","hurdle",0.0674295754411337,3.061291,3.783107,0.721816,0.608
"303","CD84","hurdle",0.0206517474020776,3.730752,5.602884,1.872132,0.608
"159","BTG1","hurdle",0.251649850119105,6.111317,7.421971,1.310654,0.608
"120","ATP13A3","hurdle",0.255631892894166,5.95939,6.786306,0.826916,0.608
"51","ALDH1A3","hurdle",0.0185877781906029,1.430556,5.630651,4.200095,0.608
"1514","REV3L","hurdle",0.463051533191266,7.90077,8.444509,0.543739,0.607
"985","LOC389831","hurdle",0.210261110828553,4.690576,5.307429,0.616853,0.607
"982","LOC374443","hurdle",0.0119789327094258,1.721811,4.630328,2.908517,0.607
"4","ABCA1","hurdle",0.0751884006000953,8.47342,9.378752,0.905332,0.607
"2092","ZNF649","hurdle",0.0864132647317455,3.632225,5.915946,2.283721,0.606
"1718","SNX25","hurdle",0.0177198819548893,3.576246,5.0917,1.515454,0.606
"1676","SMARCA1","hurdle",0.269744013719484,6.278924,7.535189,1.256265,0.606
"1459","PTPDC1","hurdle",0.167465320478797,4.594768,6.28108,1.686312,0.606
"93","ARG2","hurdle",0.199212047244118,4.702869,5.863223,1.160354,0.606
"2036","ZFX","hurdle",0.303888035170619,6.506767,7.781651,1.274884,0.605
"1890","TNPO1","hurdle",0.165378324881523,6.100176,7.988622,1.888446,0.605
"1591","SCUBE2","hurdle",0.0863019519252821,3.840812,4.871187,1.030375,0.605
"413","CTNNAL1","hurdle",0.247466520653365,4.733862,5.754591,1.020729,0.605
"357","CLOCK","hurdle",0.0425729911452314,5.62018,8.111657,2.491477,0.605
"103","ARIH1","hurdle",0.212074701750864,5.534293,6.11871,0.584417,0.605
"1661","SLC36A1","hurdle",0.0779404313977601,1.874027,4.8821,3.008073,0.604
"1586","SCN1A","hurdle",0.329574587024839,6.573985,7.283243,0.709257999999999,0.604
"1207","NBPF16","hurdle",0.166623769200595,0.895535,1.632268,0.736733,0.604
"676","GLRX","hurdle",0.142629020553376,4.587819,5.317513,0.729694,0.604
"575","FAM70A","hurdle",0.0149077567473614,1.903212,5.635496,3.732284,0.604
"1556","ROCK1","hurdle",0.325356091952757,6.333077,7.224966,0.891889,0.603
"1411","PPARG","hurdle",0.0292353824075161,1.078088,2.513771,1.435683,0.603
"610","FLJ31306","hurdle",0.101292176946706,6.63419,7.847858,1.213668,0.603
"89","APTX","hurdle",0.028580956456352,4.36994,6.213563,1.843623,0.603
"1818","TBC1D5","hurdle",0.262547992200328,5.963032,6.697199,0.734167,0.602
"1786","SUB1","hurdle",0.16302239597115,7.484501,8.252087,0.767586,0.602
"1660","SLC35F5","hurdle",0.144443960005268,4.329124,5.564446,1.235322,0.602
"1655","SLC25A32","hurdle",0.230750864488881,4.983135,6.474652,1.491517,0.602
"1324","PCM1","hurdle",0.353443460417479,8.47164,9.161384,0.689743999999999,0.602
"1185","MTHFD2","hurdle",0.129503889873141,4.472804,6.012221,1.539417,0.602
"690","GPBP1","hurdle",0.370829614952732,7.736451,8.321628,0.585177000000001,0.602
"203","C2orf27A","hurdle",0.0467930792296217,1.510488,2.697971,1.187483,0.602
"69","ANKRD44","hurdle",0.170634412879586,6.414132,7.632107,1.217975,0.602
"29","ADAMTS1","hurdle",0.248682532494489,5.493017,6.668333,1.175316,0.602
"1792","SULT1C4","hurdle",0.058489771787292,2.192797,2.734559,0.541762,0.601
"1464","PTPRD","hurdle",0.346171722032523,7.902284,8.489134,0.58685,0.601
"1234","NNMT","hurdle",0.053089824264201,3.069682,4.529821,1.460139,0.601
"439","DBX2","hurdle",0.00268440970936812,0.1177199,5.0487593,4.9310394,0.601
"436","DACT1","hurdle",0.000702057655874456,1.176992,5.584629,4.407637,0.601
"81","APBB1IP","hurdle",0.0501012453860461,2.357895,4.160096,1.802201,0.601
"2109","ZNF800","hurdle",0.168722775828296,4.223752,5.612746,1.388994,0.6
"1966","UTRN","hurdle",0.143648890858298,5.581999,6.364183,0.782184,0.6
"1769","STAG1","hurdle",0.274854770202772,5.142147,5.751618,0.609471,0.6
"1225","NFIL3","hurdle",0.107715903726394,4.188921,6.222178,2.033257,0.6
"1221","NEK7","hurdle",0.194706807457188,4.713618,5.502147,0.788529,0.6
"1021","LRRC34","hurdle",0.0132214486616702,3.070968,6.345578,3.27461,0.6
"801","IRS2","hurdle",0.163491514648952,5.336805,6.378704,1.041899,0.6
"638","FZD5","hurdle",0.124698590490523,3.880975,4.668649,0.787674,0.6
"590","FCER1G","hurdle",0.0487438182247346,3.353831,4.341037,0.987206,0.6
"582","FANCD2","hurdle",0.105900473154166,2.463552,3.493989,1.030437,0.6
"462","DIP2A","hurdle",0.282900823885551,5.835513,7.134883,1.29937,0.6
"392","CREB3L1","hurdle",0.00529389307408582,-1.93760918,-0.09953567,1.83807351,0.6
"100","ARHGDIB","hurdle",0.045608933771754,3.97228,5.58963,1.61735,0.6
"2009","XPO7","hurdle",0.257745021258655,4.896715,5.683073,0.786358,0.599
"1578","SCARNA23","hurdle",0.00187372128616358,0.8118251,3.5151742,2.7033491,0.599
"1178","MS4A4A","hurdle",0.00629816038245076,2.213915,4.28458,2.070665,0.599
"675","GLIPR2","hurdle",0.0644022960101219,2.305298,4.19989,1.894592,0.599
"182","C16orf54","hurdle",0.00359063087849365,0.7807112,1.9132884,1.1325772,0.599
"86","APOL6","hurdle",0.165080396933975,3.394477,5.726105,2.331628,0.599
"1728","SOX21","hurdle",0.0645280661286357,1.387833,4.173483,2.78565,0.598
"1513","REL","hurdle",0.264930286756986,4.933251,5.994731,1.06148,0.598
"1008","LPCAT2","hurdle",0.126748607078638,4.39404,5.829793,1.435753,0.598
"855","KIF13A","hurdle",0.104829253919559,4.103174,5.437035,1.333861,0.598
"431","CYBB","hurdle",0.0144444580362317,4.280739,7.124581,2.843842,0.598
"1874","TMEM30A","hurdle",0.221797067843722,6.040188,7.273951,1.233763,0.597
"1672","SLFN11","hurdle",0.0686972235838962,3.138179,4.38773,1.249551,0.597
"1297","PALLD","hurdle",0.332495394678166,5.403939,6.159647,0.755707999999999,0.597
"6","ABCB4","hurdle",0.0171926681726474,1.30497,1.995987,0.691017,0.597
"1761","SSR1","hurdle",0.384646382355682,8.008643,8.861569,0.852926,0.596
"1711","SNORD116-18","hurdle",0.0904037532040877,0.09260275,0.62708798,0.53448523,0.596
"1580","SCARNA9","hurdle",0.0516063656520193,-1.28327622,0.06273576,1.34601198,0.596
"1537","RNASEL","hurdle",0.0834917992292176,3.085045,4.829511,1.744466,0.596
"1520","RGS18","hurdle",0.0142218964934954,-0.3623385,4.067524,4.4298625,0.596
"1238","NOVA1","hurdle",0.376629512049594,5.777986,6.463797,0.685810999999999,0.596
"1165","MNS1","hurdle",0.194482964983536,3.386232,4.948497,1.562265,0.596
"88","APPL2","hurdle",0.0875915023965177,6.172002,7.18256,1.010558,0.596
"2002","WTAP","hurdle",0.273452282646945,7.544543,8.231968,0.687425,0.595
"1558","RPGR","hurdle",0.18121825347594,4.858484,6.330718,1.472234,0.595
"1382","PLEKHA8P1","hurdle",0.0133335057815172,-2.368604,2.366128,4.734732,0.595
"1147","MIR555","hurdle",0.0187557616678302,-0.1676978,2.6979715,2.8656693,0.595
"880","LAIR1","hurdle",0.0140083532357236,-0.5007453,2.8050631,3.3058084,0.595
"301","CD69","hurdle",0.0193241381325126,2.973897,5.815632,2.841735,0.595
"148","BIN2","hurdle",0.000421761639696513,-1.917058,5.128825,7.045883,0.595
"1631","SIGLEC14","hurdle",0.0123181015572717,1.863671,5.374653,3.510982,0.594
"1302","PAPOLA","hurdle",0.198163433972148,8.056089,9.050574,0.994484999999999,0.594
"1208","NCAM2","hurdle",0.243997036759145,6.884734,8.707896,1.823162,0.594
"1883","TNFAIP6","hurdle",0.107572798233142,3.534422,4.924944,1.390522,0.593
"1179","MS4A6A","hurdle",0.0244684331548979,0.7392332,4.1420503,3.4028171,0.593
"840","KIAA0040","hurdle",0.0155380183717119,2.199871,3.747745,1.547874,0.593
"415","CTPS2","hurdle",0.147486959720591,2.972521,6.935198,3.962677,0.593
"112","ASCL1","hurdle",0.125533079180402,2.678832,3.648977,0.970145,0.593
"91","ARF4","hurdle",0.3024532392909,7.44873,7.95736,0.50863,0.593
"1762","ST3GAL6","hurdle",0.163331339016704,3.549268,5.121936,1.572668,0.592
"1759","SS18","hurdle",0.260632404943434,4.661621,6.469235,1.807614,0.592
"1420","PPP2R2A","hurdle",0.412693110686043,6.283094,7.16032,0.877225999999999,0.592
"628","FRS2","hurdle",0.31244389883075,5.466989,7.44193,1.974941,0.592
"250","CALU","hurdle",0.302478379963437,7.265863,8.726559,1.460696,0.592
"2013","ZADH2","hurdle",0.319215179087148,4.915277,6.063455,1.148178,0.591
"838","KDM3B","hurdle",0.13963959850233,5.23,6.813639,1.583639,0.591
"629","FRZB","hurdle",0.107217773516138,3.936731,4.643215,0.706484,0.591
"524","EMB","hurdle",0.0479167136332205,3.050244,6.854384,3.80414,0.591
"291","CCR1","hurdle",0.0331626954980296,1.848747,4.469597,2.62085,0.591
"287","CCNB2","hurdle",0.0345330150590791,0.7617156,2.6604317,1.8987161,0.591
"2045","ZNF124","hurdle",0.12718095648562,4.214177,5.693952,1.479775,0.59
"1944","UBR7","hurdle",0.277273160248449,4.538682,5.493277,0.954595,0.59
"1092","MFSD1","hurdle",0.0239321502560757,4.491661,6.498783,2.007122,0.59
"511","EGR3","hurdle",0.150516865730826,4.248127,6.931263,2.683136,0.59
"2090","ZNF639","hurdle",0.224899074849587,3.699067,5.679949,1.980882,0.589
"1954","UHRF1","hurdle",0.0434803617369607,-1.0528277,0.2763312,1.3291589,0.589
"1941","UBE2W","hurdle",0.27058215934437,6.356741,6.959873,0.603132,0.589
"1897","TRAF3IP2","hurdle",0.350031693742049,4.509563,5.137959,0.628396,0.589
"1492","RAPGEF4","hurdle",0.151446714521763,5.503656,6.600574,1.096918,0.589
"1387","PLSCR1","hurdle",0.135226617046826,4.086095,5.853552,1.767457,0.589
"1338","PDPN","hurdle",0.121846758535478,3.471514,5.464523,1.993009,0.589
"1013","LRCH3","hurdle",0.35010086017617,4.252669,6.418602,2.165933,0.589
"901","LIMD1","hurdle",0.0164926352787777,0.7456926,2.0356239,1.2899313,0.589
"562","FAM18B2","hurdle",0.257241911680458,2.165355,2.894009,0.728654,0.589
"2063","ZNF267","hurdle",0.210806357707751,3.104651,4.570868,1.466217,0.588
"1979","VSIG10","hurdle",0.190934542217658,5.394079,7.21205,1.817971,0.588
"1480","RAB2A","hurdle",0.440159383156695,7.339773,8.251824,0.912050999999999,0.588
"902","LIMS1","hurdle",0.362181700369492,4.277957,4.812498,0.534541,0.588
"1853","TM9SF3","hurdle",0.378752435368826,6.547773,7.298088,0.750315,0.587
"1797","SYK","hurdle",0.054736059394105,1.169805,1.732149,0.562344,0.587
"1755","SRGAP2","hurdle",0.350532216652437,5.328223,7.368652,2.040429,0.587
"1745","SPOCK3","hurdle",0.446815493758245,7.634633,8.257859,0.623226,0.587
"1592","SDCBP","hurdle",0.400573631042197,7.838394,8.509731,0.671337,0.587
"1512","RDX","hurdle",0.371354333443933,7.852257,8.52526,0.673003,0.587
"654","GBP2","hurdle",0.113585566979789,4.138578,6.091935,1.953357,0.587
"299","CD53","hurdle",0.12164182192164,5.010046,6.44368,1.433634,0.587
