"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"630","FTH1P3","hurdle",0.7439198190814,0.02517482,0.82102986,0.79585504,0.513
"501","EAF2","hurdle",0.697786095777286,3.574433,5.946159,2.371726,0.513
"372","CNTRL","hurdle",0.690608950523201,5.658019,6.63243,0.974411,0.513
"298","CD300LF","hurdle",0.556739610787997,-2.261091,-1.40439,0.856701,0.513
"79","AP3B1","hurdle",0.36805750113191,5.899912,6.681668,0.781756000000001,0.513
"2051","ZNF193","hurdle",0.250276672691043,2.966312,4.739368,1.773056,0.512
"1980","VWA3B","hurdle",0.0382332372969456,-1.218974,3.132028,4.351002,0.512
"1922","TSPAN12","hurdle",0.290651416599848,2.531481,4.533286,2.001805,0.512
"1720","SOAT1","hurdle",0.196765281871772,5.534177,6.624328,1.090151,0.512
"1716","SNORD87","hurdle",0.381896354112068,0.5675673,2.0742009,1.5066336,0.512
"1167","MOB4","hurdle",0.697176178839897,1.571754,2.218953,0.647199,0.512
"1155","MKRN9P","hurdle",0.0217076756259925,-2.824203,-1.633872,1.190331,0.512
"1041","LY75","hurdle",0.000513534107818859,-2.644532,1.579609,4.224141,0.512
"958","LOC100507577","hurdle",0.483638186330107,5.592451,6.562921,0.970470000000001,0.512
"938","LOC100287015","hurdle",0.463401822823699,-0.6538532,1.282934,1.9367872,0.512
"879","L3MBTL4","hurdle",0.905472760834917,4.159894,6.184104,2.02421,0.512
"851","KIAA1377","hurdle",0.901371321994489,5.551792,6.319722,0.76793,0.512
"832","KCNMB1","hurdle",0.136654216644424,-1.309821,1.632268,2.942089,0.512
"527","EMR1","hurdle",0.00386871355139857,-2.4548461,0.5742361,3.0290822,0.512
"469","DLEU7","hurdle",0.144628167264873,-0.7873665,2.6088092,3.3961757,0.512
"98","ARHGAP30","hurdle",0.484032260275944,-1.7261992,-0.4918531,1.2343461,0.512
"2095","ZNF670","hurdle",0.0924208692836692,3.273968,4.903681,1.629713,0.511
"1534","RNASE4","hurdle",0.528727286458112,2.946822,4.204245,1.257423,0.511
"1403","POLN","hurdle",0.0456454264363424,0.9185863,3.7536996,2.8351133,0.511
"1260","NUP37","hurdle",0.317883356623236,3.047632,4.564107,1.516475,0.511
"1183","MSRA","hurdle",0.722599474848842,4.244425,5.029257,0.784832000000001,0.511
"893","LETM2","hurdle",0.233700032688852,2.622035,4.763175,2.14114,0.511
"867","KLHL15","hurdle",0.943661659980871,4.056525,4.674938,0.618413,0.511
"685","GOLPH3","hurdle",0.324232861737062,4.547721,5.211185,0.663464,0.511
"479","DNALI1","hurdle",0.893534118224642,3.746538,4.662332,0.915794,0.511
"239","C9orf30","hurdle",0.171177519157177,3.145525,4.643215,1.49769,0.511
"197","C20orf72","hurdle",0.836297202242261,3.22106,4.146583,0.925523,0.511
"187","C18orf1","hurdle",0.600958813356397,5.118233,6.959229,1.840996,0.511
"135","B4GALT4","hurdle",0.41923890164383,3.706537,4.47321,0.766673,0.511
"54","ALG8","hurdle",0.699763211032878,5.304765,6.303578,0.998813,0.511
"23","ADAM10","hurdle",0.270708008569351,5.064508,6.630004,1.565496,0.511
"2037","ZIK1","hurdle",0.297325486402315,1.910416,4.543633,2.633217,0.51
"1969","VAV1","hurdle",0.489924784278432,-0.5793001,0.7749334,1.3542335,0.51
"1895","TPTEP1","hurdle",0.172160688968685,-2.2101965,-0.3833286,1.8268679,0.51
"1884","TNFRSF11B","hurdle",0.420869605171784,2.536146,4.574236,2.03809,0.51
"1709","SNORD114-31","hurdle",0.552302256572324,-0.1376656,1.1080597,1.2457253,0.51
"1563","RPP14","hurdle",0.281577542011331,4.378018,5.805636,1.427618,0.51
"1323","PCGF6","hurdle",0.294747895496969,2.703927,3.88969,1.185763,0.51
"994","LOC646719","hurdle",0.835314742585496,5.148712,5.792682,0.64397,0.51
"484","DOK3","hurdle",0.279716417534147,-0.2747531,2.2529807,2.5277338,0.51
"265","CATSPER2P1","hurdle",0.0134844175293023,0.07731982,4.1191717,4.04185188,0.51
"219","C5orf27","hurdle",0.642865308873949,-0.1983685,1.0317089,1.2300774,0.51
"71","ANO2","hurdle",0.299931029487913,1.416455,3.450661,2.034206,0.51
"1970","VBP1","hurdle",0.890507998459204,6.475958,7.408353,0.932395,0.509
"1914","TRMT2B","hurdle",0.480594157045677,2.813286,4.132942,1.319656,0.509
"1879","TMEM97","hurdle",0.897467740681044,4.001249,4.991963,0.990714000000001,0.509
"1815","TAS2R20","hurdle",0.69020279302608,0.9774,3.963474,2.986074,0.509
"1724","SOS2","hurdle",0.19650107038067,6.508667,8.027845,1.519178,0.509
"1485","RAB7L1","hurdle",0.0513209822891368,4.413948,6.224323,1.810375,0.509
"1476","RAB1A","hurdle",0.886096519757671,7.177063,7.686034,0.508971,0.509
"965","LOC153469","hurdle",0.933986496683416,1.426541,2.055041,0.6285,0.509
"765","IER3","hurdle",0.730608769331294,-0.8937797,-0.1880723,0.7057074,0.509
"763","IDH1","hurdle",0.60794244743383,5.965888,6.898719,0.932831,0.509
"210","C3orf20","hurdle",0.510245203677484,-0.1496036,1.4090137,1.5586173,0.509
"2111","ZNF876P","hurdle",0.820602060663052,2.654151,4.41804,1.763889,0.508
"1973","VENTX","hurdle",0.00143645109535223,-2.045002,3.486857,5.531859,0.508
"1850","TLR7","hurdle",0.226145484635815,3.396018,7.647378,4.25136,0.508
"1775","STAT5B","hurdle",0.9882932729025,4.591185,5.26637,0.675185,0.508
"1702","SNORD113-6","hurdle",0.35636135807503,-1.1695198,0.5193742,1.688894,0.508
"1435","PRO0611","hurdle",0.615291785664322,-0.92421741,-0.09953567,0.82468174,0.508
"1199","NAALADL2","hurdle",0.611810685913307,3.007209,4.483995,1.476786,0.508
"1150","MIRLET7D","hurdle",0.455648765622809,0.6247537,1.8255595,1.2008058,0.508
"1028","LRRC70","hurdle",0.615380366811551,1.812287,2.582288,0.770001,0.508
"821","KBTBD10","hurdle",0.802371982735822,1.884309,2.499669,0.61536,0.508
"747","HSD17B11","hurdle",0.611006830601508,4.583318,5.103404,0.520086,0.508
"577","FAM71C","hurdle",0.305517298698588,0.04625953,2.68556644,2.63930691,0.508
"495","DUSP22","hurdle",0.887302846824795,2.113855,3.007993,0.894138,0.508
"315","CEACAM8","hurdle",0.101635947669047,-0.5473631,2.3346954,2.8820585,0.508
"184","C17orf100","hurdle",0.475706474659453,-0.01248155,1.10805975,1.1205413,0.508
"2066","ZNF330","hurdle",0.933286639823825,4.157474,5.633883,1.476409,0.507
"1872","TMEM213","hurdle",0.235968172747308,-0.5394881,1.2496139,1.789102,0.507
"1600","SENP2","hurdle",0.476865806473357,5.0687,5.630651,0.561951000000001,0.507
"1562","RPL36A","hurdle",0.476403783859554,3.050244,4.182339,1.132095,0.507
"1497","RASL11B","hurdle",0.300312189979917,1.560807,3.007993,1.447186,0.507
"1401","POLA1","hurdle",0.0263165946744381,3.152226,5.345381,2.193155,0.507
"1050","MAMDC2","hurdle",0.00249420359301569,0.7424665,6.2882765,5.54581,0.507
"836","KDM2B","hurdle",0.833681217227516,3.744121,4.515875,0.771754,0.507
"775","IKBIP","hurdle",0.000524001949530767,-1.857103,4.234365,6.091468,0.507
"595","FDXACB1","hurdle",0.164901154285422,3.06517,5.630651,2.565481,0.507
"536","ERGIC2","hurdle",0.73664503527964,6.396666,6.971416,0.57475,0.507
"324","CEP57","hurdle",0.269323565448888,5.868535,6.789208,0.920673000000001,0.507
"260","CASP3","hurdle",0.421040431811268,5.104164,6.689454,1.58529,0.507
"111","ASB15","hurdle",0.688441109301711,2.886722,3.947978,1.061256,0.507
"2115","ZSCAN12","hurdle",0.516451403453006,2.322684,5.836822,3.514138,0.506
"2100","ZNF689","hurdle",0.412376915273516,4.47183,5.126532,0.654702,0.506
"1877","TMEM64","hurdle",0.511331211836152,4.374896,7.096159,2.721263,0.506
"1706","SNORD114-19","hurdle",0.378833020403819,0.4339597,1.3785116,0.9445519,0.506
"1576","SCAF8","hurdle",0.664216540548483,5.585154,6.397841,0.812686999999999,0.506
"1374","PLA2G7","hurdle",0.611154512823939,0.6662034,1.7560744,1.089871,0.506
"1305","PARD6G","hurdle",0.183200588558652,-0.6882661,1.8479969,2.536263,0.506
"1301","PAPD4","hurdle",0.933455516899493,5.816368,6.469235,0.652867000000001,0.506
"1240","NPHP1","hurdle",0.865680399476658,3.352244,4.114552,0.762308,0.506
"736","HNRNPA1L2","hurdle",0.809942422139102,3.486054,5.391936,1.905882,0.506
"669","GIPC2","hurdle",0.651359067754953,0.9524871,1.9344117,0.9819246,0.506
"653","GBE1","hurdle",0.504378987387647,3.647828,5.226252,1.578424,0.506
"345","CKAP2","hurdle",0.142296016255592,4.335829,5.709352,1.373523,0.506
"257","CASP1","hurdle",0.1623761098772,3.020588,5.913288,2.8927,0.506
"241","C9orf47","hurdle",0.532224595274833,0.07218932,1.57960927,1.50741995,0.506
"3","A2MP1","hurdle",0.522781712834297,2.993026,4.627088,1.634062,0.506
"1757","SRP54","hurdle",0.938683401249968,6.423101,7.117672,0.694571,0.505
"1637","SLC11A2","hurdle",0.991149798467499,6.850635,7.497985,0.64735,0.505
"1559","RPH3AL","hurdle",0.295891183470853,-0.09664392,1.60617899,1.70282291,0.505
"1539","RNF103-CHMP3","hurdle",0.0730473735479523,-1.244352,2.015942,3.260294,0.505
"1380","PLCL2","hurdle",0.880634456539034,3.629608,4.986917,1.357309,0.505
"1319","PCDHB15","hurdle",0.123016326319662,-0.03999373,3.27135927,3.311353,0.505
"961","LOC151658","hurdle",0.402588381613709,2.761636,4.072296,1.31066,0.505
"699","GREM1","hurdle",0.218826944591291,1.575385,2.184104,0.608719,0.505
"412","CTAGE5","hurdle",0.66695253648069,4.5143,5.975752,1.461452,0.505
"281","CCDC41","hurdle",0.0430879866276752,4.112263,6.188506,2.076243,0.505
"39","AGBL1","hurdle",0.0229245927904912,-1.019584,3.450661,4.470245,0.505
"2062","ZNF264","hurdle",0.324930027814837,4.679865,5.333503,0.653638,0.504
"1978","VPS8","hurdle",0.620609516783439,5.555474,6.567998,1.012524,0.504
"1869","TMEM194A","hurdle",0.963255060551016,3.612039,4.597597,0.985558,0.504
"1830","TEAD1","hurdle",0.997840051452975,5.371807,6.082504,0.710697,0.504
"1450","PTBP3","hurdle",0.974511936600886,5.114495,6.974606,1.860111,0.504
"1157","MLKL","hurdle",0.412252050697288,2.185688,4.004002,1.818314,0.504
"1125","MIR3650","hurdle",0.71307979111984,-0.52386593,0.06273576,0.58660169,0.504
"1004","LOC81691","hurdle",0.551430800452151,3.343754,4.004002,0.660248,0.504
"886","LAYN","hurdle",0.949408373924902,1.943103,2.471043,0.52794,0.504
"311","CDK8","hurdle",0.353549458712217,3.86029,4.383896,0.523606,0.504
"293","CCRL2","hurdle",0.434380910114469,2.08867,3.141142,1.052472,0.504
"283","CCDC73","hurdle",0.696440253869427,1.637488,2.350497,0.713009,0.504
"279","CCDC36","hurdle",0.360348580130203,1.080645,2.915415,1.83477,0.504
"173","C12orf32","hurdle",0.746939303402339,3.436008,4.617325,1.181317,0.504
"1799","SYNRG","hurdle",0.683202613076612,4.43758,5.019405,0.581825,0.503
"1765","ST7-OT3","hurdle",0.314451080159615,0.3431682,2.4996687,2.1565005,0.503
"1715","SNORD8","hurdle",0.534454915717521,0.9271365,1.8479969,0.9208604,0.503
"1700","SNORD11","hurdle",0.306203180702363,0.9719009,2.7819425,1.8100416,0.503
"520","ELF3","hurdle",0.0121346462208984,-1.690881,2.035624,3.726505,0.503
"331","CHAC2","hurdle",0.193574280631701,1.653034,4.280461,2.627427,0.503
"138","BBS5","hurdle",0.0288560916376544,3.484124,5.053594,1.56947,0.503
"67","ANKRD20A11P","hurdle",0.0719582735518114,-0.3554091,2.9259994,3.2814085,0.503
"53","ALG11","hurdle",0.383172735780402,3.940255,4.940689,1.000434,0.503
"2047","ZNF134","hurdle",0.268653556013751,3.005864,4.146583,1.140719,0.502
"1545","RNF149","hurdle",0.649559933963552,4.743173,5.627412,0.884239,0.502
"771","IFT20","hurdle",0.977391767619925,4.98774,5.559356,0.571616000000001,0.502
"376","COL6A4P2","hurdle",0.526160148788632,1.128387,2.781943,1.653556,0.502
"1870","TMEM194B","hurdle",0.858377835266961,1.426541,2.035624,0.609083,0.501
"1494","RARRES1","hurdle",0.0170063128539148,-0.0511472,4.9742234,5.0253706,0.501
"1405","POMT1","hurdle",0.828107282743473,3.909662,4.976771,1.067109,0.501
"1226","NFYA","hurdle",0.825782041922152,3.439997,7.541226,4.101229,0.501
"1061","MAPKAP1","hurdle",0.600294527140184,3.351715,4.360676,1.008961,0.501
"1003","LOC729609","hurdle",0.492559739076596,1.230935,2.318719,1.087784,0.501
"943","LOC100335030","hurdle",0.829986087771459,1.358632,2.302563,0.943931,0.501
"650","GARS","hurdle",0.862647484882825,6.045352,6.717905,0.672553,0.501
"608","FLJ13197","hurdle",0.454046173451617,5.302029,6.174149,0.87212,0.501
"561","FAM178A","hurdle",0.216485303449703,6.465357,7.360384,0.895027,0.501
"473","DNAJA4","hurdle",0.914871906743874,6.204311,8.19306,1.988749,0.501
"360","CMKLR1","hurdle",0.0554917656405334,1.253774,6.06585,4.812076,0.501
"325","CEP63","hurdle",0.929182850086581,5.211307,6.082504,0.871197,0.501
"129","AZGP1","hurdle",0.417437181482086,-0.5632432,0.7273154,1.2905586,0.501
"49","AKT3","hurdle",0.926302054782137,5.876282,6.54157,0.665288,0.501
"2057","ZNF227","hurdle",0.347477731863363,4.24471,5.689299,1.444589,0.5
"1868","TMEM165","hurdle",0.626919118292619,5.555014,6.383512,0.828498,0.5
"1174","MRE11A","hurdle",0.0415337180289807,4.424555,5.992215,1.56766,0.5
"1072","MCM3AP-AS1","hurdle",0.0234034979214418,1.999595,5.293191,3.293596,0.5
"957","LOC100507557","hurdle",0.222619802496501,2.884528,4.835138,1.95061,0.5
"848","KIAA0922","hurdle",0.542015851124357,4.025673,5.611107,1.585434,0.5
"843","KIAA0226L","hurdle",0.958237653963628,3.594253,6.010979,2.416726,0.5
"754","HSPB11","hurdle",0.953619229308698,3.617772,4.348925,0.731153,0.5
"2096","ZNF674","hurdle",0.288405451149643,3.129561,4.440362,1.310801,0.499
"1468","PTRH2","hurdle",0.860603617002959,3.790155,4.300937,0.510782,0.499
"1082","MED26","hurdle",0.675852604906049,1.017989,3.576925,2.558936,0.499
"807","ITGA9","hurdle",0.442184957054311,2.575657,3.88969,1.314033,0.499
"697","GPR61","hurdle",0.434653363160975,0.132583,1.180572,1.047989,0.499
"535","ERAP2","hurdle",0.0480061300512874,1.890152,5.468149,3.577997,0.499
"276","CCDC152","hurdle",0.0828567463848293,4.31399,5.386198,1.072208,0.499
"195","C1orf56","hurdle",0.670972790572625,5.651046,6.249825,0.598779,0.499
"1014","LRGUK","hurdle",0.193358822739749,-0.1317335,1.9552301,2.0869636,0.498
"671","GK3P","hurdle",0.155153283891493,-1.0416613,0.9090263,1.9506876,0.498
"523","ELMOD2","hurdle",0.984916518122543,4.190994,5.084631,0.893637,0.498
"498","DYNC2H1","hurdle",0.637370668275469,6.746141,7.721403,0.975262,0.498
"1670","SLC9A9","hurdle",0.973981864333436,5.260203,5.84242,0.582217,0.497
"1636","SLAIN2","hurdle",0.900874501243313,4.392755,5.584629,1.191874,0.497
"1448","PSMC3IP","hurdle",0.599071366236299,0.9828782,1.7796099,0.7967317,0.497
"1398","POC5","hurdle",0.635546999566283,3.167942,4.19989,1.031948,0.497
"1394","PMS2L2","hurdle",0.719400029483668,0.500401,1.215506,0.715105,0.497
"1239","NOX1","hurdle",0.412352331731567,0.09766129,0.99196268,0.89430139,0.497
"1018","LRR1","hurdle",0.350760836682643,1.651315,2.485427,0.834112,0.497
"959","LOC100508120","hurdle",0.551348588828385,1.621772,2.582288,0.960516,0.497
"269","CBLL1","hurdle",0.977302863655229,3.973312,4.809643,0.836331,0.497
"36","AEN","hurdle",0.632288640494809,2.754447,3.845769,1.091322,0.497
"1961","USP44","hurdle",0.895345391194597,3.886831,4.519374,0.632543,0.496
"1829","TDRD6","hurdle",0.638637424050102,3.583926,5.333503,1.749577,0.496
"883","LAMC1","hurdle",0.940578697370118,3.48074,4.195523,0.714783,0.496
"706","GUCA1B","hurdle",0.188271096873743,0.866193,3.037577,2.171384,0.496
"592","FCGR1A","hurdle",0.450687990870214,0.8118251,1.5796093,0.7677842,0.496
"554","FAM104B","hurdle",0.248771601896873,3.213507,4.567491,1.353984,0.496
"242","C9orf64","hurdle",0.216843611237554,2.039572,4.712107,2.672535,0.496
"186","C17orf96","hurdle",0.176994636677613,-0.3974937,1.282934,1.6804277,0.496
"1997","WHAMMP3","hurdle",0.202642407858532,2.61058,4.360676,1.750096,0.495
"1437","PROS1","hurdle",0.718901979179364,2.070775,5.611107,3.540332,0.495
"956","LOC100507495","hurdle",0.452849901410676,1.803026,3.220674,1.417648,0.495
"649","GAR1","hurdle",0.7933798274972,1.025971,3.122857,2.096886,0.495
"40","AGBL4","hurdle",0.0910583044166865,3.020588,5.149296,2.128708,0.495
"16","ACLY","hurdle",0.168809169826293,6.212859,7.000501,0.787642,0.495
"2093","ZNF665","hurdle",0.220354185727409,2.761636,4.272189,1.510553,0.494
"1653","SLC25A19","hurdle",0.26622482962031,1.887233,4.057932,2.170699,0.494
"1651","SLC25A15","hurdle",0.395252518702184,1.318032,2.130199,0.812167,0.494
"1400","POGLUT1","hurdle",0.954789175317114,6.562826,7.210428,0.647602,0.494
"1287","OXSM","hurdle",0.0617442525237591,3.337887,5.586298,2.248411,0.494
"1168","MORC2","hurdle",0.0335305520934306,1.195985,4.483995,3.28801,0.494
"815","JAZF1","hurdle",0.0311532843907738,5.205022,6.753254,1.548232,0.494
"760","HVCN1","hurdle",0.152344561708116,2.006335,4.981853,2.975518,0.494
"716","HDAC2","hurdle",0.0488123838289782,6.002842,7.758149,1.755307,0.494
"566","FAM208B","hurdle",0.373587100574373,5.742699,6.921378,1.178679,0.494
"275","CCDC15","hurdle",0.449114234927495,0.9883358,1.8027677,0.8144319,0.494
"24","ADAM12","hurdle",0.295618426381782,2.816358,3.783107,0.966749,0.494
"2107","ZNF776","hurdle",0.762816788406005,4.182389,4.718209,0.53582,0.493
"2054","ZNF222","hurdle",0.927018874592262,3.386749,4.395368,1.008619,0.493
"1858","TMED7","hurdle",0.264433761250338,6.575515,7.140006,0.564490999999999,0.493
"1820","TBK1","hurdle",0.477064008358752,5.877202,7.033912,1.15671,0.493
"1212","NCK1","hurdle",0.248662898463608,4.313719,5.258016,0.944297,0.493
"1073","MCM6","hurdle",0.840218337288767,3.290078,4.137504,0.847426,0.493
"223","C5orf54","hurdle",0.247524539474566,4.226064,6.357357,2.131293,0.493
"1988","WDR31","hurdle",0.496824657121994,1.731606,2.350497,0.618891,0.492
"1927","TTC31","hurdle",0.944434322191931,2.862409,4.837943,1.975534,0.492
"1233","NMI","hurdle",0.0479881536294789,0.915725,4.733354,3.817629,0.492
"1098","MGC23284","hurdle",0.472464642162183,-0.007041514,0.519374159,0.526415673,0.492
"694","GPR137C","hurdle",0.144637969522713,5.373111,6.174149,0.801038,0.492
"522","ELL3","hurdle",0.0979584099278982,1.373307,4.832327,3.45902,0.492
"388","CPSF3","hurdle",0.137302645704364,4.981596,5.683073,0.701477000000001,0.492
"305","CDC14A","hurdle",0.785976894497658,2.876457,5.070389,2.193932,0.492
"165","BVES","hurdle",0.176755086486377,2.291016,4.208587,1.917571,0.492
"1931","TWSG1","hurdle",0.673531390202047,3.643078,4.92758,1.284502,0.491
"1807","TAF7L","hurdle",0.168258524531378,1.118467,3.398411,2.279944,0.491
"1794","SUV39H2","hurdle",0.58322517518237,2.626417,3.828947,1.20253,0.491
"1624","SH3BP2","hurdle",0.0491652789053371,3.957052,6.939775,2.982723,0.491
"1564","RPRD1B","hurdle",0.987466449509323,3.395504,4.177918,0.782414,0.491
"1490","RALY","hurdle",0.806691324086024,1.90032,3.729734,1.829414,0.491
"1317","PCDHA9","hurdle",0.634079123396935,1.280712,3.141142,1.86043,0.491
"1093","MFSD8","hurdle",0.418533658417867,5.320401,5.964245,0.643844,0.491
"1049","MAK","hurdle",0.469251181071261,3.916477,4.751321,0.834844,0.491
"352","CLEC2D","hurdle",0.0502893383330034,3.217579,6.691782,3.474203,0.491
"189","C1orf112","hurdle",0.931014218787006,3.699067,4.818192,1.119125,0.491
"1619","SGK223","hurdle",0.125908356439875,-1.1940352,0.2085866,1.4026218,0.49
"1479","RAB28","hurdle",0.711617678501681,4.243285,4.806782,0.563497,0.49
"1334","PDE7A","hurdle",0.573447912522543,3.340023,5.484353,2.14433,0.49
"1310","PARVA","hurdle",0.527822826481023,3.674733,4.313085,0.638352,0.49
"164","BUD31","hurdle",0.162095329722384,4.674373,5.552541,0.878168,0.49
"2029","ZFAT","hurdle",0.246861457784564,2.671217,3.655352,0.984135,0.489
"1896","TRA2B","hurdle",0.818579182834181,7.291717,8.1255,0.833783,0.489
"1662","SLC38A2","hurdle",0.980048913688943,8.402297,8.980743,0.578446,0.489
"1470","PURG","hurdle",0.00880782457854049,2.733476,6.045365,3.311889,0.489
"825","KCNA5","hurdle",0.213408420680099,0.8632257,2.381591,1.5183653,0.489
"454","DGKA","hurdle",0.291909619007884,3.746538,4.376198,0.629659999999999,0.489
"156","BROX","hurdle",0.308727063537024,4.019689,5.046336,1.026647,0.489
"127","AURKC","hurdle",0.412978697685135,2.561081,3.851333,1.290252,0.489
"83","APITD1","hurdle",0.169128057456736,0.974653,2.485427,1.510774,0.489
"2055","ZNF223","hurdle",0.0547694815216561,3.482674,6.111773,2.629099,0.488
"1915","TRMT5","hurdle",0.978128651856117,4.694964,5.683073,0.988109000000001,0.488
"1684","SNORA29","hurdle",0.84372475103835,2.90126,3.911159,1.009899,0.488
"1618","SGCZ","hurdle",0.446656049351664,2.343062,3.735763,1.392701,0.488
"1186","MTIF2","hurdle",0.973062397953036,4.643143,5.785434,1.142291,0.488
"1069","MB21D2","hurdle",0.122680803338841,3.469076,5.140233,1.671157,0.488
"615","FLJ43663","hurdle",0.601481627564632,4.85718,6.929949,2.072769,0.488
"1888","TNIP1","hurdle",0.406732128596335,1.961256,2.647698,0.686442,0.487
"1845","TLCD2","hurdle",0.320736556236457,1.917586,2.555271,0.637685,0.487
"1703","SNORD114-1","hurdle",0.198147623030841,0.5529094,1.7078192,1.1549098,0.487
"1507","RBMS1","hurdle",0.508748806022883,3.570799,4.221533,0.650734,0.487
"1345","PELP1","hurdle",0.928553371150821,2.120083,2.816486,0.696403,0.487
"1232","NME5","hurdle",0.30768478633328,4.467441,5.9591,1.491659,0.487
"1205","NAV3","hurdle",0.992104332674247,7.023269,8.004938,0.981668999999999,0.487
"1039","LTBR","hurdle",0.103177230533895,-0.2233834,1.657894,1.8812774,0.487
"1015","LRP11","hurdle",0.65005496797763,4.570413,6.479152,1.908739,0.487
"201","C22orf39","hurdle",0.962450377692579,3.949028,4.594283,0.645255,0.487
"150","BLNK","hurdle",0.212820220747276,3.774841,5.319522,1.544681,0.487
"94","ARHGAP10","hurdle",0.222803576364973,0.8984366,2.286224,1.3877874,0.487
"31","ADAP2","hurdle",0.233325182005078,2.249576,4.309047,2.059471,0.487
"2044","ZNF121","hurdle",0.0296350327709566,2.572027,6.350497,3.77847,0.486
"446","DDX52","hurdle",0.851093722612221,4.890898,6.090759,1.199861,0.486
"97","ARHGAP20","hurdle",0.969780894698604,4.389149,5.211185,0.822036000000001,0.486
"22","ACTR6","hurdle",0.89716349139238,5.646199,6.463797,0.817597999999999,0.486
"1404","POLQ","hurdle",0.712426357735525,2.649852,5.723073,3.073221,0.485
"1286","OTOGL","hurdle",0.167971832048982,3.592911,6.004751,2.41184,0.485
"2061","ZNF236","hurdle",0.151329627773065,4.589615,5.559356,0.969741,0.484
"1861","TMEM110","hurdle",0.0581501542050723,1.265059,4.072296,2.807237,0.484
"1855","TMCO1","hurdle",0.269692423849589,6.125705,7.052145,0.92644,0.484
"1804","TAF1D","hurdle",0.101321644015696,5.88289,6.888608,1.005718,0.484
"1642","SLC18A2","hurdle",0.526431915177557,4.804013,5.530168,0.726154999999999,0.484
"1584","SCLT1","hurdle",0.939852512029534,4.993179,5.756074,0.762895,0.484
"1154","MKNK1","hurdle",0.88820186818573,5.026054,5.804203,0.778149,0.484
"842","KIAA0182","hurdle",0.908817283005322,4.860159,6.173039,1.31288,0.484
"704","GSTCD","hurdle",0.197513943411479,3.336283,4.630328,1.294045,0.484
"503","EDEM1","hurdle",0.681094869221582,6.099546,6.919393,0.819847,0.484
"316","CEBPG","hurdle",0.648394334910436,4.398915,5.567829,1.168914,0.484
"986","LOC400027","hurdle",0.174092905935208,2.951021,4.268035,1.317014,0.483
"973","LOC284215","hurdle",0.100224049570782,2.461591,5.464523,3.002932,0.483
"768","IFIT2","hurdle",0.789594456081407,5.510784,6.147261,0.636477,0.483
"497","DYNC1LI1","hurdle",0.573660845933891,5.748741,6.665968,0.917227,0.483
"158","BTBD1","hurdle",0.958234739155216,4.933958,5.528432,0.594474,0.483
"1933","TXNRD1","hurdle",0.200695748735354,5.692803,6.487215,0.794412,0.482
"500","DYRK1A","hurdle",0.836416211834376,5.933808,6.756964,0.823156,0.482
"170","C11orf30","hurdle",0.236639646539456,4.4711,5.119633,0.648533,0.482
"1601","SEPHS1","hurdle",0.646283311859749,2.876457,4.204245,1.327788,0.481
"1478","RAB23","hurdle",0.33081466832486,2.201046,2.883186,0.68214,0.481
"1051","MAML1","hurdle",0.749954338511882,2.408641,2.925999,0.517358,0.481
"226","C6orf170","hurdle",0.972338648410076,5.166875,5.72459,0.557715,0.481
"1648","SLC22A4","hurdle",0.172608640129948,1.742951,3.623191,1.88024,0.48
"1318","PCDHB12","hurdle",0.0703465159504792,1.020654,3.878834,2.85818,0.48
"1209","NCAPD3","hurdle",0.961513026359891,4.500043,6.1918,1.691757,0.48
"390","CRABP1","hurdle",0.23787663521406,2.11635,3.336283,1.219933,0.48
"263","CASP8","hurdle",0.185957483366198,1.688671,3.185867,1.497196,0.48
"1982","WASL","hurdle",0.387713524704063,5.568854,6.46016,0.891306,0.479
"1976","VPRBP","hurdle",0.932150720320782,4.544251,5.620912,1.076661,0.479
"1552","RNMT","hurdle",0.69773077566148,5.849638,6.638878,0.78924,0.479
"1508","RBMXL1","hurdle",0.949403170217805,5.007528,6.131343,1.123815,0.479
"688","GORAB","hurdle",0.281720845626595,3.937436,4.597597,0.660161,0.479
"513","EIF2A","hurdle",0.451798443938436,6.078112,7.281698,1.203586,0.479
"44","AIDA","hurdle",0.737639990161184,2.326998,3.39079,1.063792,0.479
"2050","ZNF181","hurdle",0.22469288837533,3.520363,4.47321,0.952847,0.478
"1349","PGRMC2","hurdle",0.657969353893749,4.671832,5.706285,1.034453,0.478
"1217","NEBL","hurdle",0.119907380447582,7.167548,7.785652,0.618104,0.478
"1026","LRRC59","hurdle",0.368695189948441,3.528815,4.627088,1.098273,0.478
"318","CENPV","hurdle",0.905105802826693,3.069038,4.225823,1.156785,0.478
"14","ACADSB","hurdle",0.842108437587906,6.08569,7.06836,0.982670000000001,0.478
"1037","LSAMP-AS3","hurdle",0.798974061813374,3.908223,5.0799,1.171677,0.477
"742","HNRNPUL2","hurdle",0.498652699375241,2.814823,4.932838,2.118015,0.477
"1731","SP1","hurdle",0.463636066430291,4.124086,4.652805,0.528719,0.476
"1550","RNF6","hurdle",0.416790078388395,5.111997,7.123432,2.011435,0.476
"1422","PPP3R1","hurdle",0.972202524032494,3.574886,5.459067,1.884181,0.476
"937","LOC100272228","hurdle",0.104197360585659,2.361053,4.329124,1.968071,0.476
"550","F5","hurdle",0.141743804814255,3.080581,4.247084,1.166503,0.476
