"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.oligodendrocytes","log2fold_change","Auc"
"768","DDB2","hurdle",0.981043970523596,1.475169,2.266195,0.791026,0.502
"96","ALYREF","hurdle",0.0327223049689854,-0.5415245,1.3930404,1.9345649,0.502
"3003","TMEM11","hurdle",0.932360525254654,3.515515,4.648102,1.132587,0.501
"2980","TIMM8B","hurdle",0.998831619410278,3.391316,4.188368,0.797051999999999,0.501
"2932","TBX19","hurdle",0.521717925795669,-2.6373,-2.110424,0.526876,0.501
"2797","SOLH","hurdle",0.033508296915584,-1.5785518,0.3310112,1.909563,0.501
"2723","SLCO1B1","hurdle",0.000426393322592769,-2.917149,1.70394,4.621089,0.501
"2682","SLC1A7","hurdle",0.443717199913623,-2.711875,-2.110424,0.601451,0.501
"2505","ROCK1P1","hurdle",0.416038243556813,2.448987,4.217231,1.768244,0.501
"2272","PPP1R11","hurdle",0.559431385570708,0.5661496,1.240716,0.6745664,0.501
"2270","PPP1CA","hurdle",0.991427114018928,3.350096,4.146106,0.796009999999999,0.501
"2220","PLEKHM1P","hurdle",0.532032384934778,1.676794,3.059501,1.382707,0.501
"2052","NUAK2","hurdle",0.454953893814851,0.367688,2.437172,2.069484,0.501
"1843","MIR611","hurdle",0.0919853926599933,-2.831503,-1.814968,1.016535,0.501
"1780","MED18","hurdle",0.0936361345734434,-0.3960824,1.3930404,1.7891228,0.501
"1719","LYAR","hurdle",0.986712581600712,2.383334,2.915974,0.53264,0.501
"1643","LOC284385","hurdle",0.49213421737795,-0.2994704,0.747557,1.0470274,0.501
"1623","LOC145663","hurdle",0.177845694735473,-1.069397,1.363835,2.433232,0.501
"1558","LMOD2","hurdle",0.338600912944383,-1.3233891,0.6298167,1.9532058,0.501
"1442","KIAA0368","hurdle",0.241859950003091,6.705077,7.213245,0.508168,0.501
"1384","IRF7","hurdle",0.0867475136268468,-2.6373,-0.940499,1.696801,0.501
"1182","GLYCTK","hurdle",0.262555426365953,-1.3679202,0.7247651,2.0926853,0.501
"1065","FDXR","hurdle",0.271555121990062,-2.6373,-1.569856,1.067444,0.501
"1014","FAM20C","hurdle",0.82418407239815,1.680443,3.185867,1.505424,0.501
"980","FAM122B","hurdle",0.0420088236423993,4.108169,7.172243,3.064074,0.501
"867","DUSP9","hurdle",0.396074372530093,-2.0487082,-0.8016713,1.2470369,0.501
"860","DTX3L","hurdle",0.945424326403739,3.273643,3.883415,0.609772,0.501
"816","DLEU1","hurdle",0.610452484588063,2.414344,3.441372,1.027028,0.501
"769","DDX1","hurdle",0.987544997096879,6.710441,7.810538,1.100097,0.501
"573","CEP152","hurdle",0.942448313814151,3.618971,4.751791,1.13282,0.501
"468","CATSPERD","hurdle",0.353579577304246,-1.1448819,0.7016074,1.8464893,0.501
"435","C9orf167","hurdle",0.413239072645109,-0.7714461,0.2374993,1.0089454,0.501
"365","C19orf76","hurdle",0.242442865535557,-2.403017,-1.015267,1.38775,0.501
"264","BIRC5","hurdle",0.00482875626319415,-2.9171485,-0.3506871,2.5664614,0.501
"212","ATIC","hurdle",0.977468497618701,5.5652,6.331294,0.766094,0.501
"186","ARMCX2","hurdle",0.994296292439644,4.297393,5.722035,1.424642,0.501
"3429","ZSCAN16","hurdle",0.804611564055783,2.807105,4.304357,1.497252,0.5
"3384","ZNF585B","hurdle",0.102777888490664,4.405799,6.747062,2.341263,0.5
"3191","UCK2","hurdle",0.93225876879968,4.124335,5.323636,1.199301,0.5
"2934","TCEAL8","hurdle",0.290866925963849,5.768742,6.704377,0.935635,0.5
"1936","MYH13","hurdle",0.906833430835739,-1.578552,-0.940499,0.638053,0.5
"1925","MTMR9LP","hurdle",0.868984929092057,2.132051,2.784394,0.652343,0.5
"1649","LOC338799","hurdle",0.49263602952183,2.311023,3.612539,1.301516,0.5
"1571","LOC100130357","hurdle",0.398397821268652,2.439327,3.27485,0.835523,0.5
"1533","LIAS","hurdle",0.412553357840523,3.344932,5.458396,2.113464,0.5
"1296","HMGCL","hurdle",0.277195717303525,3.706135,4.710335,1.0042,0.5
"1262","HDAC1","hurdle",0.620020954068346,3.440565,4.032379,0.591814,0.5
"1157","GCSH","hurdle",0.866027847399049,0.1375035,0.8138487,0.6763452,0.5
"1031","FAM63B","hurdle",0.760573064531352,4.93135,5.872181,0.940831,0.5
"904","EIF2B3","hurdle",0.288847863725787,5.007228,5.834088,0.826860000000001,0.5
"510","CCNT1","hurdle",0.997549169023905,6.220516,7.338396,1.11788,0.5
"443","C9orf80","hurdle",0.870759377773633,4.66305,5.23367,0.57062,0.5
"336","C15orf52","hurdle",0.0695276948031126,1.632268,5.095036,3.462768,0.5
"314","C11orf65","hurdle",0.90028026878197,0.09438653,1.28812539,1.19373886,0.5
"195","ASCC1","hurdle",0.396966026476271,6.179039,6.688637,0.509598,0.5
"105","ANGEL1","hurdle",0.906498127060715,4.24845,4.944119,0.695669,0.5
"3432","ZWINT","hurdle",0.248072254115715,0.1321838,2.5581387,2.4259549,0.499
"3414","ZNF763","hurdle",0.116559768564273,0.1268445,2.1166449,1.9898004,0.499
"3351","ZNF367","hurdle",0.0410241810740195,-1.132024,3.688121,4.820145,0.499
"3309","ZMYM6","hurdle",0.50747727899379,4.61928,5.263627,0.644347,0.499
"3265","YIPF3","hurdle",0.990093814882398,5.622757,6.314219,0.691462,0.499
"3242","WDR83","hurdle",0.923657578887045,2.74747,3.682218,0.934748,0.499
"3196","UHRF1","hurdle",0.192229080087991,-1.1974928,0.1716114,1.3691042,0.499
"3174","UBE2L3","hurdle",0.561538745061328,5.688337,6.231752,0.543415,0.499
"2326","PSG5","hurdle",0.167438784001958,-1.224536,1.680443,2.904979,0.499
"2112","PALM2-AKAP2","hurdle",0.387717075394605,-1.9326734,-0.8694159,1.0632575,0.499
"2094","OSGEPL1","hurdle",0.968809267777054,4.574876,5.341536,0.76666,0.499
"1861","MMP21","hurdle",0.0655703894888311,-1.210951,2.778873,3.989824,0.499
"1585","LOC100134015","hurdle",0.18499488115446,0.7682808,2.4921905,1.7239097,0.499
"1569","LOC100129917","hurdle",0.0124342823406796,-1.5612115,0.3901463,1.9513578,0.499
"1450","KIAA1161","hurdle",0.953761627665151,3.385179,4.45563,1.070451,0.499
"1291","HIST1H4H","hurdle",0.466359527179544,0.01568478,1.37851162,1.36282684,0.499
"1200","GOLT1A","hurdle",0.0863670795636194,-1.7061458,0.8564091,2.5625549,0.499
"1189","GNB2","hurdle",0.884491170627232,1.408525,2.675697,1.267172,0.499
"1120","FTSJ1","hurdle",0.79897648431891,4.005356,4.815198,0.809842,0.499
"954","ETV2","hurdle",0.471875828113527,-1.5440772,-0.3999306,1.1441466,0.499
"764","DCBLD1","hurdle",0.346208397221729,-1.13202353,0.03005723,1.16208076,0.499
"726","CTSD","hurdle",0.00823963066469881,4.262517,5.329312,1.066795,0.499
"701","CROCCP2","hurdle",0.677720198034728,3.975592,4.493202,0.51761,0.499
"506","CCNB1","hurdle",0.158499734787712,2.589531,4.126677,1.537146,0.499
"332","C15orf23","hurdle",0.997473416403739,4.2695,5.407424,1.137924,0.499
"288","BTBD17","hurdle",0.0662148286299928,-2.1487618,0.3005091,2.4492709,0.499
"107","ANGPTL5","hurdle",0.405387684614166,-1.3088456,-0.5586284,0.7502172,0.499
"43","ADAMTS5","hurdle",0.137589938216612,0.7988187,2.9799291,2.1811104,0.499
"16","ACAP1","hurdle",0.200261409044858,-0.70329,1.123631,1.826921,0.499
"3420","ZNF827","hurdle",0.00141030232186856,2.507679,3.999525,1.491846,0.498
"3342","ZNF319","hurdle",0.00443937630837784,-1.668525,1.240716,2.909241,0.498
"3156","TXNL4B","hurdle",0.38023920753075,4.922132,5.536544,0.614412,0.498
"2867","STK31","hurdle",0.0546366766625458,2.468114,4.304357,1.836243,0.498
"2468","RG9MTD3","hurdle",0.0690445992470982,4.673158,5.990358,1.3172,0.498
"2417","RASGEF1C","hurdle",0.352439809466916,-0.8963427,2.0540259,2.9503686,0.498
"2221","PLK1","hurdle",0.866648414260949,1.599877,2.675697,1.07582,0.498
"1992","NEK5","hurdle",0.735882170672271,-1.0330854,0.1375035,1.1705889,0.498
"1607","LOC100506207","hurdle",0.597007533893455,2.113274,3.28657,1.173296,0.498
"1482","KLHDC9","hurdle",0.94247817236306,1.827572,3.549085,1.721513,0.498
"1299","HMOX1","hurdle",0.875708351936,0.9932673,3.2943305,2.3010632,0.498
"1085","FLJ27354","hurdle",0.489886286977509,1.789218,2.564571,0.775353,0.498
"918","ELL","hurdle",0.666739530914692,-0.4115372,0.3310112,0.7425484,0.498
"540","CDC6","hurdle",0.578887778868741,1.884048,4.25152,2.367472,0.498
"135","AP4B1","hurdle",0.942753570582104,5.514863,6.275536,0.760673,0.498
"45","ADAMTSL4","hurdle",0.892428322780235,1.470961,3.121888,1.650927,0.498
"3045","TMEM65","hurdle",0.939681187216681,2.632551,3.658362,1.025811,0.497
"3024","TMEM198","hurdle",0.199705129427298,-2.0247426,-0.6750378,1.3497048,0.497
"3020","TMEM182","hurdle",0.971659101121415,2.432851,5.459259,3.026408,0.497
"3011","TMEM141","hurdle",0.996082335354499,1.814347,3.173296,1.358949,0.497
"2777","SNORD5","hurdle",0.197266092428567,0.9117886,2.8170846,1.905296,0.497
"2760","SNORA40","hurdle",0.0976931647011247,-1.5961031,0.5798915,2.1759946,0.497
"2494","RNF212","hurdle",0.494988497264583,-0.7224368,0.1375035,0.8599403,0.497
"2437","RBP2","hurdle",0.454786661447094,-0.533048,0.4745385,1.0075865,0.497
"2433","RBM48","hurdle",0.683858290093437,5.189536,5.790854,0.601318,0.497
"2359","PVRL3","hurdle",0.976074618690317,3.779,5.704668,1.925668,0.497
"2342","PTK7","hurdle",0.0161918876958117,-2.6014103,-0.4509145,2.1504958,0.497
"1907","MS4A2","hurdle",0.0267363883554828,-1.294447,2.518933,3.81338,0.497
"1856","MLL4","hurdle",0.370022356662412,2.8237,3.867896,1.044196,0.497
"1804","MGC72080","hurdle",0.336315214637672,-0.3066767,2.1253727,2.4320494,0.497
"1755","MAST2","hurdle",0.95176691330866,3.322337,4.050822,0.728485,0.497
"1652","LOC375010","hurdle",0.287727522737571,-2.284453,-1.461331,0.823122,0.497
"1644","LOC284395","hurdle",0.0174807591728077,-1.910546,2.365309,4.275855,0.497
"1576","LOC100131096","hurdle",0.293583362757414,-0.4429526,3.79592,4.2388726,0.497
"1537","LIN37","hurdle",0.952880653090909,2.409954,3.649313,1.239359,0.497
"1520","LCTL","hurdle",0.0820403749262304,0.6467037,4.4241442,3.7774405,0.497
"1334","HTRA4","hurdle",0.176379220404506,-1.144882,1.052196,2.197078,0.497
"1194","GNRH1","hurdle",0.506219206868661,2.447916,3.06858,0.620664,0.497
"1089","FLJ42351","hurdle",0.579611647432987,-1.2520951,-0.6156593,0.6364358,0.497
"1066","FECH","hurdle",0.849053219761204,6.142465,6.671606,0.529141,0.497
"848","DPY19L2P3","hurdle",0.751062593773814,0.2049315,2.2342754,2.0293439,0.497
"728","CTSZ","hurdle",0.410279398790524,0.6050701,2.0169842,1.4119141,0.497
"721","CTHRC1","hurdle",0.246713266898146,0.1214853,1.3340262,1.2125409,0.497
"590","CHAD","hurdle",0.483053304053622,-0.1755578,0.4188291,0.5943869,0.497
"458","CAMKMT","hurdle",0.179871606586324,2.901585,5.288125,2.38654,0.497
"441","C9orf43","hurdle",0.0718271793200683,-0.9293326,2.3579224,3.287255,0.497
"427","C7orf49","hurdle",0.242047870897639,0.6835374,1.9595749,1.2760375,0.497
"266","BLID","hurdle",0.194327007123174,-0.7224368,1.1580648,1.8805016,0.497
"3403","ZNF682","hurdle",0.496109631243727,4.100699,5.363835,1.263136,0.496
"3355","ZNF41","hurdle",0.989080749555797,4.516102,5.378512,0.86241,0.496
"3352","ZNF382","hurdle",0.908913854475158,3.99477,4.956399,0.961629,0.496
"3333","ZNF257","hurdle",0.440721837108492,1.647263,3.130584,1.483321,0.496
"2882","SUCLG2","hurdle",0.696958248966056,3.704343,4.544537,0.840194,0.496
"2834","SQLE","hurdle",0.0935288741507192,5.711372,6.329407,0.618035,0.496
"2703","SLC38A1","hurdle",0.188210489733077,6.960715,7.562001,0.601286,0.496
"2110","PALB2","hurdle",0.766963879995378,2.818741,4.983054,2.164313,0.496
"2077","ONECUT2","hurdle",0.524375749919666,-0.9745264,1.3188876,2.293414,0.496
"2035","NOXA1","hurdle",0.569791844523245,-0.8016713,-0.1689762,0.6326951,0.496
"1793","METTL5","hurdle",0.391380254777053,4.480699,5.434014,0.953315,0.496
"1614","LOC100507266","hurdle",0.357092046428507,2.222434,3.266984,1.04455,0.496
"1534","LIMA1","hurdle",0.999246638851638,5.545701,6.874189,1.328488,0.496
"1380","IQCC","hurdle",0.0209994547953225,1.291709,4.16316,2.871451,0.496
"1044","FANCD2","hurdle",0.431538619323613,2.423083,3.206577,0.783494,0.496
"967","F8A1","hurdle",0.532147891916214,0.7123418,3.8626863,3.1503445,0.496
"880","ECT2","hurdle",0.346221793506638,2.456455,3.536053,1.079598,0.496
"627","CLEC14A","hurdle",0.90093328340336,1.27973,2.885472,1.605742,0.496
"588","CFLAR","hurdle",0.986598390682379,5.456202,6.169292,0.71309,0.496
"415","C5orf43","hurdle",0.869553418861583,4.956023,5.563287,0.607264,0.496
"394","C2orf27A","hurdle",0.810969054078149,1.195526,3.03655,1.841024,0.496
"389","C21orf49","hurdle",0.536047635620961,0.8612401,2.2974231,1.436183,0.496
"346","C17orf28","hurdle",0.747433410498401,2.965046,3.846942,0.881896,0.496
"9","ABCF3","hurdle",0.888546646974314,3.836145,4.49657,0.660425,0.496
"3288","ZDHHC11","hurdle",0.226358792304312,1.192974,2.979929,1.786955,0.495
"3158","TYW3","hurdle",0.306517151008589,4.095241,5.700294,1.605053,0.495
"3047","TMEM86B","hurdle",0.160165223850434,-0.2500098,1.7722191,2.0222289,0.495
"2935","TCEANC","hurdle",0.168773750740243,0.4166428,3.1218879,2.7052451,0.495
"2884","SUGT1P3","hurdle",0.985043830528786,0.9961984,2.7565739,1.7603755,0.495
"2880","STYX","hurdle",0.455225789833876,4.072856,5.747698,1.674842,0.495
"2857","ST3GAL6","hurdle",0.919427916168649,3.456615,4.77555,1.318935,0.495
"2799","SOSTDC1","hurdle",0.195304316502765,2.016984,5.087239,3.070255,0.495
"2691","SLC25A44","hurdle",0.93628895666464,5.326695,6.307045,0.98035,0.495
"2400","RAD54B","hurdle",0.955529462250023,3.065444,3.773885,0.708441,0.495
"2371","QSER1","hurdle",0.969933199934664,5.214606,5.924375,0.709769000000001,0.495
"2367","PYY2","hurdle",0.0142605837813602,-1.784466,1.749817,3.534283,0.495
"2287","PPP4R1","hurdle",0.171285177556194,5.124385,6.19076,1.066375,0.495
"2194","PIK3C3","hurdle",0.445130047739375,5.188896,5.742744,0.553848,0.495
"2162","PEX16","hurdle",0.909918607211952,1.235764,4.52158,3.285816,0.495
"2121","PARL","hurdle",0.654013834265643,4.115938,4.754606,0.638668,0.495
"2047","NSUN3","hurdle",0.896226160410214,3.40847,4.018391,0.609921,0.495
"1963","NAT9","hurdle",0.711149552644159,3.057748,5.040708,1.98296,0.495
"1768","MCF2L","hurdle",0.240604756290327,4.749187,5.315078,0.565891,0.495
"1560","LOC100128071","hurdle",0.298782424648989,-1.977974,-1.360402,0.617572,0.495
"1516","LAX1","hurdle",0.118327791062155,-2.1487618,-0.7369656,1.4117962,0.495
"1426","KCNQ1","hurdle",0.0708254670351633,-1.8252805,0.1375035,1.962784,0.495
"1183","GMPPB","hurdle",0.51121176778496,-0.2780651,0.3310112,0.6090763,0.495
"1093","FLVCR2","hurdle",0.0159519663179705,-1.668525,2.512293,4.180818,0.495
"1081","FKTN","hurdle",0.291020963169145,4.490607,5.054483,0.563876,0.495
"1038","FAM83H","hurdle",0.162901149494871,-1.5961031,-0.3030691,1.293034,0.495
"810","DIS3L2","hurdle",0.801821252299631,4.224592,4.974626,0.750033999999999,0.495
"762","DCAF17","hurdle",0.260604182052469,3.65512,5.015107,1.359987,0.495
"567","CENPI","hurdle",0.122258499908816,1.824277,4.321548,2.497271,0.495
"505","CCM2","hurdle",0.232015294590037,0.4639909,3.0365496,2.5725587,0.495
"482","CCDC134","hurdle",0.147548208815397,-1.0571911,0.9961984,2.0533895,0.495
"348","C17orf56","hurdle",0.846783850480044,1.200618,2.512293,1.311675,0.495
"24","ACSM1","hurdle",0.0952396936863018,-1.7061458,0.4188291,2.1249749,0.495
"3400","ZNF655","hurdle",0.59328461695744,6.411568,7.040016,0.628448,0.494
"3327","ZNF226","hurdle",0.858817515687615,5.093412,5.865684,0.772272,0.494
"3015","TMEM167B","hurdle",0.98084056614233,4.067988,5.236694,1.168706,0.494
"3000","TMED8","hurdle",0.954208318020224,1.047965,2.305126,1.257161,0.494
"2366","PYROXD1","hurdle",0.766029424334552,3.299975,4.853786,1.553811,0.494
"2157","PDPR","hurdle",0.575487854654637,3.693549,5.433135,1.739586,0.494
"2048","NT5C3L","hurdle",0.912990374682471,3.116173,4.156788,1.040615,0.494
"1899","MRPS14","hurdle",0.558073942639021,4.916535,5.751227,0.834692,0.494
"1889","MRPL42P5","hurdle",0.101315187987366,1.390815,3.27485,1.884035,0.494
"1820","MIR186","hurdle",0.584381682795903,-1.2944474,-0.3999306,0.8945168,0.494
"1794","MEX3C","hurdle",0.394940294243346,3.672631,5.656557,1.983926,0.494
"1373","INTS5","hurdle",0.708928481940127,1.456136,2.218047,0.761911,0.494
"1256","HAT1","hurdle",0.758016094210092,5.165163,6.138366,0.973203000000001,0.494
"1128","FYTTD1","hurdle",0.594488457025064,6.195311,7.478674,1.283363,0.494
"884","EEF1D","hurdle",0.0500673629242818,3.747166,4.743311,0.996145,0.494
"763","DCAF4","hurdle",0.856404934486015,2.690702,3.398811,0.708109,0.494
"103","ANAPC4","hurdle",0.873977191154248,5.337714,6.297423,0.959709,0.494
"3113","TRPC6","hurdle",0.94475311788814,3.215723,4.267378,1.051655,0.493
"3112","TRPC5","hurdle",0.399657495117963,1.817665,3.077603,1.259938,0.493
"2928","TBC1D2","hurdle",0.959010180317152,1.508398,2.651732,1.143334,0.493
"2906","TAF13","hurdle",0.282528854225886,1.802675,2.570974,0.768299,0.493
"2783","SNRPE","hurdle",0.0642755728214615,4.400555,5.341536,0.940981,0.493
"2751","SNORA1","hurdle",0.351572285437244,0.1052872,1.1916956,1.0864084,0.493
"2393","RABEP2","hurdle",0.12056051022813,-1.9326734,-0.6750378,1.2576356,0.493
"2356","PUS10","hurdle",0.800290246350232,2.724677,4.253512,1.528835,0.493
"2258","PP2D1","hurdle",0.36242155509475,0.9394626,1.619969,0.6805064,0.493
"2202","PKD1L1","hurdle",0.965647584580201,2.056836,2.77333,0.716494,0.493
"2034","NOX4","hurdle",0.281520776398675,-2.024743,-1.360402,0.664341,0.493
"2025","NLRC4","hurdle",0.388586878567064,1.059221,2.335531,1.27631,0.493
"1340","IDH2","hurdle",0.858899566206376,3.330489,4.782464,1.451975,0.493
"1230","GTF2H3","hurdle",0.919904053891678,3.43139,4.265405,0.834015,0.493
"855","DSCR9","hurdle",0.185826668180157,-0.5759374,1.0521962,1.6281336,0.493
"824","DNAAF2","hurdle",0.796600170552503,3.504234,4.111383,0.607149,0.493
"786","DENND4B","hurdle",0.247057274540554,3.463514,4.739052,1.275538,0.493
"583","CES4A","hurdle",0.899966638012836,4.276147,4.813849,0.537702,0.493
"243","BAHD1","hurdle",0.966041875448873,1.799322,2.8906,1.091278,0.493
"3110","TRNT1","hurdle",0.700936401663794,4.60447,5.493371,0.888901,0.492
"3094","TRAPPC9","hurdle",0.126968401592461,2.356212,5.667056,3.310844,0.492
"2968","THAP9","hurdle",0.237688979768561,3.752809,5.159128,1.406319,0.492
"2937","TCF20","hurdle",0.705230060879861,3.355813,3.91396,0.558147,0.492
"2741","SMG8","hurdle",0.0463987550537752,2.162377,6.196466,4.034089,0.492
"2629","SESN1","hurdle",0.978556036556543,5.684026,6.306565,0.622539,0.492
"2422","RBBP9","hurdle",0.584825155259658,3.50372,5.179176,1.675456,0.492
"2163","PEX2","hurdle",0.223126391020613,5.1294,5.936204,0.806804,0.492
"1905","MRRF","hurdle",0.530276449148669,4.775869,5.336847,0.560978,0.492
"1825","MIR3173","hurdle",0.0216790346892037,-1.033085,1.349008,2.382093,0.492
"1811","MIR103A2","hurdle",0.255544110709011,-2.12309,-1.177538,0.945552,0.492
"1677","LOC644961","hurdle",0.989572508461873,2.894533,3.479312,0.584779,0.492
"1210","GPR172A","hurdle",0.679098568150855,1.253022,3.366046,2.113024,0.492
"671","CORO1B","hurdle",0.351388343423685,-1.5104071,0.7016074,2.2120145,0.492
"516","CCT6P3","hurdle",0.845814009408317,4.11459,4.692827,0.578237000000001,0.492
"172","ARID3A","hurdle",0.601551207366281,-0.4589206,0.937939,1.3968596,0.492
"3390","ZNF610","hurdle",0.387972751955138,1.816007,2.795373,0.979366,0.491
"3188","UBXN8","hurdle",0.965176023046039,4.282464,5.426088,1.143624,0.491
"2973","THOC6","hurdle",0.498591098030298,1.298848,2.107864,0.809016,0.491
"2910","TAF5L","hurdle",0.0919670480364935,2.98805,4.249525,1.261475,0.491
"2756","SNORA29","hurdle",0.0428582860657645,2.801251,3.839005,1.037754,0.491
"2739","SMCR7","hurdle",0.904823465579596,2.084643,2.762181,0.677538,0.491
"2650","SGOL2","hurdle",0.583610936680492,2.676154,4.245528,1.569374,0.491
"2625","SERPIND1","hurdle",0.171014297172968,1.404118,3.164854,1.760736,0.491
"2460","RFESD","hurdle",0.336606580879009,0.880404,2.125373,1.244969,0.491
"2244","POLR1A","hurdle",0.873151470869483,3.74586,5.146321,1.400461,0.491
"1903","MRPS34","hurdle",0.586962222188535,1.950536,2.45805,0.507514,0.491
"1814","MIR1304","hurdle",0.156113985437987,-1.3380806,-0.1269121,1.2111685,0.491
"1615","LOC100507346","hurdle",0.120675117528223,1.372884,3.173296,1.800412,0.491
"1609","LOC100506655","hurdle",0.416431073010925,0.0611815,0.8138487,0.7526672,0.491
"1454","KIAA1429","hurdle",0.807205474816714,5.458329,6.399441,0.941112,0.491
"1395","ITGB3BP","hurdle",0.00838653757771254,2.619304,4.400969,1.781665,0.491
"748","CYTH4","hurdle",0.201557133284567,-0.4037891,0.8564091,1.2601982,0.491
"668","COPS2","hurdle",0.428433484597401,6.424681,7.025518,0.600837,0.491
"420","C6orf170","hurdle",0.0280550407531165,4.800182,6.59041,1.790228,0.491
"342","C16orf79","hurdle",0.243174758622718,0.6835374,2.0811961,1.3976587,0.491
"244","BAIAP2L1","hurdle",0.0208795367561916,-1.210951,2.06314,3.274091,0.491
"185","ARMC7","hurdle",0.102578065270908,1.22331,4.066769,2.843459,0.491
"176","ARL10","hurdle",0.31298423374602,0.08340288,1.12363135,1.04022847,0.491
"60","ADRA2C","hurdle",0.099429481371416,-1.081706,1.070389,2.152095,0.491
"3386","ZNF597","hurdle",0.84100931043649,1.716436,2.437172,0.720736,0.49
"3250","WISP1","hurdle",0.0210198177442471,-0.6843939,2.728207,3.4126009,0.49
"2859","ST8SIA6","hurdle",0.0164229891276877,-1.668525,1.174978,2.843503,0.49
"2849","SRSF10","hurdle",0.374879057303287,3.112801,4.47283,1.360029,0.49
"2269","PPM1N","hurdle",0.0458191208622489,-0.4509145,0.8977499,1.3486644,0.49
"2141","PCYT1A","hurdle",0.960883667253391,3.091032,3.606318,0.515286,0.49
"1651","LOC340544","hurdle",0.879913950099416,-0.4350344,0.2049315,0.6399659,0.49
"1564","LOC100129055","hurdle",0.00743403510449135,-1.383075,2.32799,3.711065,0.49
"1467","KIF20B","hurdle",0.799806318117304,3.609431,5.139874,1.530443,0.49
"1368","INO80C","hurdle",0.572744757029051,1.958072,3.298195,1.340123,0.49
"1202","GPAA1","hurdle",0.635189288835792,4.253052,5.530807,1.277755,0.49
"1179","GLTPD1","hurdle",0.00356703531978394,-1.338081,2.281893,3.619974,0.49
"1165","GIT1","hurdle",0.702575323546889,3.501658,4.6144,1.112742,0.49
"1034","FAM76B","hurdle",0.418779068170447,4.652405,5.435769,0.783364,0.49
"753","DAZAP1","hurdle",0.276754000770545,1.320058,2.226184,0.906126,0.49
"558","CDKN2AIPNL","hurdle",0.95593308554403,3.45555,3.99477,0.53922,0.49
"545","CDK11A","hurdle",0.00802989001218653,0.5139305,2.8803246,2.3663941,0.49
"397","C2orf47","hurdle",0.447275502860148,2.953782,3.600069,0.646287,0.49
"381","C1orf56","hurdle",0.923631793037676,5.570986,6.324204,0.753217999999999,0.49
"3362","ZNF473","hurdle",0.455433655253518,2.425259,5.384886,2.959627,0.489
"3310","ZMYND11","hurdle",0.953801968247077,6.627154,7.135993,0.508839,0.489
"2938","TCF7","hurdle",0.634636799658047,0.7300569,2.2582809,1.528224,0.489
"2668","SIAH1","hurdle",0.656013951662006,4.035232,4.669146,0.633914,0.489
"2534","RPUSD2","hurdle",0.471615523539524,1.050787,3.251121,2.200334,0.489
"2445","RCC1","hurdle",0.100639237263922,-0.02533693,0.76999439,0.79533132,0.489
"2411","RAP2C","hurdle",0.955849444277533,5.977067,7.220136,1.243069,0.489
"2158","PELI2","hurdle",0.204958202076244,5.219944,6.207297,0.987353,0.489
"2004","NFKB2","hurdle",0.240350719120229,-0.3432582,0.6541461,0.9974043,0.489
"1967","NBPF1","hurdle",0.264010410036008,4.372349,5.264615,0.892266,0.489
"1919","MTHFD2L","hurdle",0.660965630889012,3.386856,5.410998,2.024142,0.489
"1693","LOXL4","hurdle",0.193405016414556,-0.1689762,0.747557,0.9165332,0.489
"1365","INE1","hurdle",0.28900788951666,0.4891768,1.3340262,0.8448494,0.489
"1207","GPNMB","hurdle",0.899067427665183,4.810626,5.502612,0.691986,0.489
"1124","FXC1","hurdle",0.392121124735991,4.646587,5.537361,0.890774,0.489
"1053","FBXL4","hurdle",0.0692062570193561,4.286959,6.47052,2.183561,0.489
"306","C10orf28","hurdle",0.278684707167766,4.12333,4.964934,0.841604,0.489
"38","ADAM8","hurdle",0.0742529386033256,-0.5934567,1.3340262,1.9274829,0.489
"3418","ZNF793","hurdle",0.556485290669635,4.277955,4.840596,0.562640999999999,0.488
"3321","ZNF19","hurdle",0.857404501771621,2.593407,3.723041,1.129634,0.488
"3107","TRIT1","hurdle",0.728512351599274,4.381345,5.215392,0.834047,0.488
"3099","TRIM11","hurdle",0.918195552260637,1.439004,3.351241,1.912237,0.488
"3021","TMEM184C","hurdle",0.341217510334093,4.896476,6.052311,1.155835,0.488
"2743","SMURF1","hurdle",0.50008757753474,3.453952,4.231449,0.777496999999999,0.488
"2713","SLC45A4","hurdle",0.0630072570615959,-0.8640903,1.3785116,2.2426019,0.488
"2252","POM121","hurdle",0.54361015627495,2.869975,3.444862,0.574887,0.488
"2242","POLI","hurdle",0.938130847705247,5.276494,5.800423,0.523929000000001,0.488
"2185","PIGC","hurdle",0.924306629145239,4.513547,5.5447,1.031153,0.488
"2142","PCYT1B","hurdle",0.00473651851043917,3.493902,4.851157,1.357255,0.488
"2003","NFKB1","hurdle",0.337167300920039,4.667883,5.274458,0.606575,0.488
"1981","NDNL2","hurdle",0.110549479418642,1.782443,2.843772,1.061329,0.488
"1862","MMS22L","hurdle",0.0185881855833536,4.303026,6.105109,1.802083,0.488
"1515","LATS1","hurdle",0.714115201694626,4.201602,4.892647,0.691045,0.488
"1457","KIAA1586","hurdle",0.159039416157222,4.374321,5.279354,0.905033,0.488
"1282","HINFP","hurdle",0.932050568981456,4.115264,4.979448,0.864184,0.488
"1015","FAM210A","hurdle",0.00156535250006609,5.385026,6.844764,1.459738,0.488
"999","FAM174A","hurdle",0.17845169938292,2.934047,4.362728,1.428681,0.488
"770","DDX10","hurdle",0.0572789889961045,4.887032,5.983174,1.096142,0.488
