"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.neurons","log2fold_change","Auc"
"3713","LINC00242","hurdle",0.138389721535606,-3.145771,-1.900024,1.245747,0.517
"3536","KIF11","hurdle",0.0654762363091419,-3.065153,1.888715,4.953868,0.517
"3527","KIAA1751","hurdle",0.162737489988067,-2.71834992,0.05510026,2.77345018,0.517
"3410","KCNG3","hurdle",0.161054717310803,-3.145771,1.233832,4.379603,0.517
"3361","JAZF1-AS1","hurdle",0.291628162692781,-0.9925249,-0.4026098,0.5899151,0.517
"3346","ITIH4","hurdle",0.0203915363869244,2.969706,3.942497,0.972791,0.517
"3238","IGSF9","hurdle",0.074394857448133,-3.145771,-1.008837,2.136934,0.517
"3228","IGFL2","hurdle",0.0649610081731141,-2.9162893,-0.4773002,2.4389891,0.517
"3198","IDO1","hurdle",0.110373574966831,-3.145771,1.096375,4.242146,0.517
"3131","HS1BP3","hurdle",0.536053747582229,0.04972128,1.70500709,1.65528581,0.517
"3092","HMGN2P46","hurdle",0.163397273923728,-3.065153,-0.237708,2.827445,0.517
"3058","HIST1H2BJ","hurdle",0.149032570907705,-2.294094,1.01697,3.311064,0.517
"2776","GNA11","hurdle",0.26658570327949,-0.3914979,0.4751641,0.866662,0.517
"2758","GLRA4","hurdle",0.137492416457034,-3.1457711,-0.6223358,2.5234353,0.517
"2594","FOXP4","hurdle",0.16932546785118,-2.98880179,-0.08973605,2.89906574,0.517
"2490","FGF10","hurdle",0.0502928319381325,-2.988802,1.548154,4.536956,0.517
"2477","FCRLB","hurdle",0.0213352369807497,-3.1457711,0.9096778,4.0554489,0.517
"2385","FAM72D","hurdle",0.0737569642777637,-3.065153,-1.275866,1.789287,0.517
"2337","FAM201A","hurdle",0.291657142194247,-1.9666628,0.3073173,2.2739801,0.517
"1958","DNLZ","hurdle",0.301931908364139,-1.55529163,-0.03229634,1.52299529,0.517
"1832","DECR2","hurdle",0.57080569576366,1.198372,1.77747,0.579098,0.517
"1629","CPO","hurdle",0.00916749021213004,-1.280376,2.898939,4.179315,0.517
"1597","CORO7","hurdle",0.42591558355136,0.8333501,1.7151053,0.8817552,0.517
"1260","CCNA2","hurdle",0.564550386702756,1.105643,2.517516,1.411873,0.517
"1207","CCDC144NL","hurdle",0.0595590639914989,-3.065153,-1.900024,1.165129,0.517
"1198","CCDC129","hurdle",0.165642211103441,-3.145771,-1.637675,1.508096,0.517
"1163","CASZ1","hurdle",0.223852083166423,-2.340787,1.89761,4.238397,0.517
"889","C1orf133","hurdle",0.151935892018488,-1.4749725,-0.8416235,0.633349,0.517
"727","BVES-AS1","hurdle",0.282393886625575,-2.438968,-1.330212,1.108756,0.517
"465","ASB5","hurdle",0.0927526667602806,-3.14577114,-0.03229634,3.1134748,0.517
"434","ARMS2","hurdle",0.0116675792173346,-2.916289,2.030242,4.946531,0.517
"333","ANP32AP1","hurdle",0.260447888914158,-2.988802,-2.170476,0.818326,0.517
"197","AK7","hurdle",0.267514218809901,-2.1624499,0.1770048,2.3394547,0.517
"33","ABCC3","hurdle",0.122960492854961,-3.065153,1.663892,4.729045,0.517
"8443","ZPBP2","hurdle",0.208756242150971,0.6182997,1.3157476,0.6974479,0.516
"8412","ZNF792","hurdle",0.0526712003533649,-3.231163,2.16158,5.392743,0.516
"8399","ZNF771","hurdle",0.183704278164032,-2.340787,-1.275866,1.064921,0.516
"8301","ZNF467","hurdle",0.147430505336987,-3.1457711,-0.8416235,2.3041476,0.516
"8274","ZNF333","hurdle",0.174184018610632,5.015839,5.946377,0.930538,0.516
"8230","ZNF182","hurdle",0.0029924532407842,0.08547763,4.47986047,4.39438284,0.516
"8043","WDR67","hurdle",0.187292551797906,2.223864,4.387642,2.163778,0.516
"7951","UTS2D","hurdle",0.239598469291509,-0.6171711,0.9614961,1.5786672,0.516
"7849","UBE2S","hurdle",0.174438222714427,-1.6698514,0.6607607,2.3306121,0.516
"7717","TROAP","hurdle",0.139738188214743,-3.231163,-2.567449,0.663714,0.516
"7441","TJP3","hurdle",0.111651618337931,-3.231163,-2.07458,1.156583,0.516
"7425","TIGD5","hurdle",0.149639382889371,-3.065153,-2.170476,0.894677,0.516
"7384","TESC","hurdle",0.082701545881794,-3.2311626,-0.4469585,2.7842041,0.516
"7298","TAS2R30","hurdle",0.115438233630083,-3.231163,-2.273202,0.957961,0.516
"7289","TAGLN2","hurdle",0.581102056953621,3.037451,3.68947,0.652019,0.516
"7231","SV2C","hurdle",0.164441065004093,-2.08092,1.748265,3.829185,0.516
"7217","SUN3","hurdle",0.241002601708585,-2.340787,-1.12413,1.216657,0.516
"7209","SULT1C2P1","hurdle",0.125318307214707,-3.231163,-1.12413,2.107033,0.516
"7201","STYK1","hurdle",0.128458515606695,-3.145771,1.070389,4.21616,0.516
"7130","ST6GALNAC4","hurdle",0.401304938572976,-1.4749725,0.4268281,1.9018006,0.516
"7044","SPATA2L","hurdle",0.0625867305859473,-3.231163,-1.570716,1.660447,0.516
"6965","SNORD60","hurdle",0.237826958575989,-1.39889008,0.04446086,1.44335094,0.516
"6918","SNORD114-4","hurdle",0.0280981778719265,-3.23116263,-0.00994585,3.22121678,0.516
"6907","SNORD114-21","hurdle",0.0641948891203625,-2.78135971,0.08655561,2.86791532,0.516
"6859","SNORA14A","hurdle",0.200386893504507,-0.8506224,0.2894065,1.1400289,0.516
"6642","SLC10A5","hurdle",0.0557124995322441,-3.231163,1.18623,4.417393,0.516
"6620","SIGLEC1","hurdle",0.149044993805744,-3.145771,-1.358172,1.787599,0.516
"6587","SH2B2","hurdle",0.0863416411232297,-3.231163,-2.442462,0.788701,0.516
"6536","SENP3","hurdle",0.0544275277486164,-3.23116263,0.06566176,3.29682439,0.516
"6509","SDC1","hurdle",0.0817604245242432,-0.5746942,0.5597814,1.1344756,0.516
"6390","RTEL1","hurdle",0.215004320772589,-0.4801902,0.7745758,1.254766,0.516
"6292","RP1L1","hurdle",0.140377281362524,-3.2311626,-0.9868446,2.244318,0.516
"6189","RFX8","hurdle",0.156244459265131,-2.8472476,-0.4620496,2.385198,0.516
"6081","RAG1","hurdle",0.235180768378198,-2.2050103,-0.5723529,1.6326574,0.516
"6072","RAD21L1","hurdle",0.132402308562924,-2.0418202,0.7551322,2.7969524,0.516
"6056","RAB41","hurdle",0.124492551031921,-3.2311626,0.1071512,3.3383138,0.516
"6054","RAB40AL","hurdle",0.164658284595568,-2.438968,0.589361,3.028329,0.516
"5960","PTF1A","hurdle",0.153491271574718,-2.9888018,-0.5560695,2.4327323,0.516
"5903","PRRG2","hurdle",0.0839584472349995,-2.9888018,0.1274569,3.1162587,0.516
"5892","PRPH","hurdle",0.0870040906057981,-3.231163,1.146983,4.378146,0.516
"5890","PRPF40B","hurdle",0.11461794954559,0.6364928,3.2532503,2.6167575,0.516
"5726","PNPLA5","hurdle",0.149463932665367,-3.231163,-2.273202,0.957961,0.516
"5690","PLGLB2","hurdle",0.111482268752107,-3.231163,-2.327445,0.903718,0.516
"5677","PLEK2","hurdle",0.11119002274551,-3.231163,-2.121731,1.109432,0.516
"5641","PKLR","hurdle",0.228336593806271,-3.065153,-2.121731,0.943422,0.516
"5620","PIRT","hurdle",0.126092795186647,-3.145771,2.090957,5.236728,0.516
"5466","PCOLCE2","hurdle",0.1844204624344,-0.2071717,0.3597529,0.5669246,0.516
"5150","NR1I2","hurdle",0.132184864295571,-3.231163,-1.445458,1.785705,0.516
"5060","NKD2","hurdle",0.111737072661267,-3.231163,-2.273202,0.957961,0.516
"5053","NIPAL1","hurdle",0.238231176607082,-2.7183499,-0.1618257,2.5565242,0.516
"4804","MSC","hurdle",0.0796246790189828,-3.145771,1.660412,4.806183,0.516
"4753","MRM1","hurdle",0.0967290170523592,-2.2488646,-0.9020805,1.3467841,0.516
"4612","MIR4282","hurdle",0.0899449296175932,-3.231163,-0.764764,2.466399,0.516
"4603","MIR383","hurdle",0.124282672239927,-3.145771,-1.637675,1.508096,0.516
"4549","MIR1-2","hurdle",0.165384268138406,-3.065153,-1.198004,1.867149,0.516
"4525","MGC2889","hurdle",0.156805709069293,-2.5443205,0.3683098,2.9126303,0.516
"4512","MFNG","hurdle",0.162706156588371,-1.6403474,-0.7835985,0.8567489,0.516
"4483","MELK","hurdle",0.135224872147934,-3.231163,-1.445458,1.785705,0.516
"4409","MAPT-AS1","hurdle",0.0776149624464873,-3.231163,-1.275866,1.955297,0.516
"4358","MAGIX","hurdle",0.141376755678731,-2.71835,-1.330212,1.388138,0.516
"4301","LSP1","hurdle",0.164867862679919,-3.145771,-1.637675,1.508096,0.516
"4245","LRIT3","hurdle",0.156156027244572,-2.438968,1.478725,3.917693,0.516
"4184","LOC728437","hurdle",0.219521764908232,-1.7307336,0.3768163,2.1075499,0.516
"4148","LOC644669","hurdle",0.133477948494805,-3.231163,-2.07458,1.156583,0.516
"4081","LOC387646","hurdle",0.444002581896909,1.161155,2.562953,1.401798,0.516
"4076","LOC340508","hurdle",0.080148149961446,-1.8607942,-0.9228092,0.937985,0.516
"4023","LOC283663","hurdle",0.136733121969286,-2.6579773,-0.5723529,2.0856244,0.516
"4011","LOC253962","hurdle",0.122440911982799,-3.2311626,-0.3315967,2.8995659,0.516
"4005","LOC219347","hurdle",0.518433693388083,0.8438273,2.1541765,1.3103492,0.516
"3943","LOC100507244","hurdle",0.0977792154213196,-3.0651527,0.4909228,3.5560755,0.516
"3937","LOC100507050","hurdle",0.235449848645914,-0.73696559,-0.03229634,0.70466925,0.516
"3900","LOC100506050","hurdle",0.155373695790269,-3.231163,-2.704299,0.526864,0.516
"3627","KRTAP5-9","hurdle",0.158870745847435,-2.16245,0.280367,2.442817,0.516
"3477","KHDC1L","hurdle",0.0675663781623474,-3.231163,1.022402,4.253565,0.516
"3428","KCNJ5","hurdle",0.139036832537399,-3.231163,-2.028922,1.202241,0.516
"3347","ITK","hurdle",0.0786819196346647,-1.3988901,-0.5888222,0.8100679,0.516
"3274","IMPDH1","hurdle",0.018606937213204,-1.611435,1.16674,2.778175,0.516
"3257","IL21R","hurdle",0.124406501920185,-3.231163,-1.358172,1.872991,0.516
"3246","IL12RB1","hurdle",0.215359644586931,-2.988802,-1.053855,1.934947,0.516
"3022","HEATR7B2","hurdle",0.228977266614718,-3.065153,-1.820076,1.245077,0.516
"2991","HAS3","hurdle",0.145635030218365,-2.9888018,0.8437077,3.8325095,0.516
"2990","HAS1","hurdle",0.141514851016384,-2.5443205,0.1963572,2.7406777,0.516
"2976","H1FX-AS1","hurdle",0.114835919773449,-0.7060716,0.7616426,1.4677142,0.516
"2968","GYPA","hurdle",0.23960111967173,-1.5280187,-0.6223358,0.9056829,0.516
"2842","GPR151","hurdle",0.117658463624985,-0.3079439,2.4962028,2.8041467,0.516
"2639","GAB2","hurdle",0.665822301629289,3.08349,3.950354,0.866864,0.516
"2634","FZD9","hurdle",0.126552635509436,-3.231163,-2.634252,0.596911,0.516
"2605","FRMPD2P1","hurdle",0.209032479459847,-2.78136,-0.764764,2.016596,0.516
"2575","FMO1","hurdle",0.147120389582301,-3.23116263,0.08655561,3.31771824,0.516
"2565","FLNC","hurdle",0.462884206537637,0.7960691,1.7580655,0.9619964,0.516
"2545","FLJ36777","hurdle",0.481099676281227,-1.6114347,-0.3881248,1.2233099,0.516
"2502","FGFR4","hurdle",0.133477948494801,-3.231163,-2.07458,1.156583,0.516
"2464","FBXW10","hurdle",0.530037067428617,-0.6462001,0.1672304,0.8134305,0.516
"2327","FAM194B","hurdle",0.138181496527615,-3.2311626,0.5295826,3.7607452,0.516
"2284","FAM129C","hurdle",0.112121914398402,-3.231163,-1.031171,2.199992,0.516
"2243","F7","hurdle",0.0915125610828091,-1.1921099,-0.6223358,0.5697741,0.516
"2063","ECHDC3","hurdle",0.111242994977047,-3.231163,-1.330212,1.900951,0.516
"2035","DUXA","hurdle",0.139738188214741,-3.231163,-2.567449,0.663714,0.516
"1954","DNASE1L1","hurdle",0.260105442871873,0.08547763,1.35502487,1.26954724,0.516
"1789","DCBLD1","hurdle",0.093884918522258,-1.4238077,-0.4773002,0.9465075,0.516
"1749","CYP39A1","hurdle",0.0124758221411104,-3.231163,-1.570716,1.660447,0.516
"1741","CYP2C19","hurdle",0.15537369579027,-3.231163,-2.704299,0.526864,0.516
"1735","CYP26A1","hurdle",0.192057241660502,-1.19211,2.272867,3.464977,0.516
"1706","CXADRP3","hurdle",0.131616398872107,-3.231163,-1.637675,1.593488,0.516
"1676","CSPG4","hurdle",0.495195367577228,-1.39889,1.355025,2.753915,0.516
"1563","COL23A1","hurdle",0.343563735413734,0.6722049,2.5194382,1.8472333,0.516
"1521","CMTM8","hurdle",0.238999528394311,-1.8271634,0.07614651,1.90330991,0.516
"1448","CHRNA3","hurdle",0.117617743305665,-3.231163,1.787075,5.018238,0.516
"1446","CHRNA1","hurdle",0.112265353121721,-2.78136,-1.570716,1.210644,0.516
"1358","CEACAM1","hurdle",0.122573102970415,-1.0888687,0.2059368,1.2948055,0.516
"1331","CDK1","hurdle",0.134661335125828,-3.231163,-1.672357,1.558806,0.516
"1291","CD300LG","hurdle",0.22267045238159,-2.1624499,0.9155282,3.0779781,0.516
"1279","CD101","hurdle",0.234223341815919,-2.6000299,-0.5560695,2.0439604,0.516
"1069","C9orf50","hurdle",0.0715170344275594,-0.2735651,0.5820227,0.8555878,0.516
"995","C4orf40","hurdle",0.217728762197143,-3.145771,-2.634252,0.511519,0.516
"967","C2orf91","hurdle",0.134040334648997,-3.231163,-2.503602,0.727561,0.516
"957","C2orf51","hurdle",0.124312041853752,-3.2311626,-0.1373934,3.0937692,0.516
"927","C20orf173","hurdle",0.107550487532962,-3.2311626,-0.7278172,2.5033454,0.516
"926","C20orf166-AS1","hurdle",0.123045155361716,-3.2311626,-0.9438401,2.2873225,0.516
"911","C1orf94","hurdle",0.158226699084979,-2.916289,-1.672357,1.243932,0.516
"910","C1orf74","hurdle",0.240959224427323,-0.6316126,1.8341646,2.4657772,0.516
"777","C12orf54","hurdle",0.0946508139870484,-3.2311626,0.9444293,4.1755919,0.516
"662","BIK","hurdle",0.121979767412895,-2.4906826,-0.9438401,1.5468425,0.516
"585","B3GNT3","hurdle",0.120965405498316,-3.231163,-1.820076,1.411087,0.516
"510","ATP2A3","hurdle",0.107941449765294,-3.2311626,-0.4620496,2.769113,0.516
"334","ANXA10","hurdle",0.0777087121653233,-1.32661979,-0.00994585,1.31667394,0.516
"276","ANKLE1","hurdle",0.116637151651248,-3.2311626,0.7420227,3.9731853,0.516
"242","ALOX12B","hurdle",0.153799515143525,-3.065153,-1.859496,1.205657,0.516
"213","AKR1CL1","hurdle",0.119303557419932,-3.231163,0.280367,3.51153,0.516
"110","ADAM29","hurdle",0.132499744402782,-3.231163,-1.330212,1.900951,0.516
"102","ADAD2","hurdle",0.135421898768001,-3.231163,-1.358172,1.872991,0.516
"83","ACSM3","hurdle",0.110682551951936,-2.20501,-0.802682,1.402328,0.516
"58","ACAN","hurdle",0.218604750300257,-2.988802,-1.172957,1.815845,0.516
"8428","ZNF860","hurdle",0.228377755420863,-2.6000299,-0.9228092,1.6772207,0.515
"8392","ZNF747","hurdle",0.522059931268296,-1.14992278,0.02294376,1.17286654,0.515
"8364","ZNF653","hurdle",0.019726947299284,-3.321928,-0.186679,3.135249,0.515
"8161","ZCCHC16","hurdle",0.0197269472992838,-3.321928,1.131987,4.453915,0.515
"8133","ZAR1","hurdle",0.019726947299283,-3.32192809,-0.03229634,3.28963175,0.515
"8078","WNT8A","hurdle",0.0197269472992827,-3.321928,-2.777922,0.544006,0.515
"8058","WFDC3","hurdle",0.0197269472992837,-3.321928,-1.302783,2.019145,0.515
"8041","WDR62","hurdle",0.0197269472992834,-3.3219281,0.1573894,3.4793175,0.515
"7928","USP17L6P","hurdle",0.0197269472992828,-3.321928,-2.442462,0.879466,0.515
"7817","TULP1","hurdle",0.0197269472992824,-3.321928,-2.777922,0.544006,0.515
"7808","TUBBP5","hurdle",0.0197269472992833,-3.321928,-1.603807,1.718121,0.515
"7688","TRIM26","hurdle",0.0197269472992822,-3.321928,-2.170476,1.151452,0.515
"7545","TMEM37","hurdle",0.0197269472992833,-3.321928,-2.327445,0.994483,0.515
"7421","TICAM2","hurdle",0.0197269472992829,-3.321928,-1.672357,1.649571,0.515
"7379","TEKT4","hurdle",0.019726947299282,-3.321928,-2.567449,0.754479,0.515
"7066","SPINLW1","hurdle",0.0197269472992832,-3.3219281,-0.8220214,2.4999067,0.515
"6879","SNORA62","hurdle",0.0197269472992837,-3.321928,-1.148337,2.173591,0.515
"6865","SNORA24","hurdle",0.398121996976695,-1.611435,-1.076902,0.534533,0.515
"6673","SLC23A3","hurdle",0.0197269472992828,-3.321928,-2.121731,1.200197,0.515
"6469","SCARNA22","hurdle",0.325533126416043,-2.847248,-2.273202,0.574046,0.515
"6430","SAG","hurdle",0.0197269472992829,-3.321928,-1.100323,2.221605,0.515
"6386","RSPO4","hurdle",0.0197269472992834,-3.321928,-1.984664,1.337264,0.515
"6383","RSPO1","hurdle",0.0197269472992834,-3.321928,-2.777922,0.544006,0.515
"6355","RPTN","hurdle",0.0197269472992824,-3.321928,-2.634252,0.687676,0.515
"6234","RMI2","hurdle",0.0197269472992826,-3.3219281,-0.1133679,3.2085602,0.515
"6159","RDH14","hurdle",0.0197269472992836,-3.321928,-1.603807,1.718121,0.515
"6144","RBP5","hurdle",0.0197269472992832,-3.3219281,-0.3737838,2.9481443,0.515
"6140","RBM46","hurdle",0.0197269472992832,-3.321928,-2.777922,0.544006,0.515
"5954","PSRC1","hurdle",0.451348009818962,3.54089,4.047461,0.506571,0.515
"5919","PRSS55","hurdle",0.0197269472992834,-3.3219281,0.2894065,3.6113346,0.515
"5886","PROZ","hurdle",0.0197269472992826,-3.321928,-0.764764,2.557164,0.515
"5880","PROP1","hurdle",0.0197269472992826,-3.3219281,-0.4773002,2.8446279,0.515
"5838","PRDM15","hurdle",0.257573706145922,2.10041,3.329726,1.229316,0.515
"5771","PP12613","hurdle",0.019726947299284,-3.321928,-2.273202,1.048726,0.515
"5703","PMCHL1","hurdle",0.0197269472992831,-3.3219281,-0.9868446,2.3350835,0.515
"5697","PLSCR5","hurdle",0.0197269472992822,-3.3219281,-0.8416235,2.4803046,0.515
"5660","PLAG1","hurdle",0.141480388660888,-2.438968,1.086037,3.525005,0.515
"5628","PIWIL4","hurdle",0.345903104537402,1.407053,2.434386,1.027333,0.515
"5562","PGPEP1L","hurdle",0.0197269472992828,-3.321928,-1.358172,1.963756,0.515
"5442","PCDHAC1","hurdle",0.0197269472992834,-3.321928,1.05457,4.376498,0.515
"5440","PCDHA8","hurdle",0.0197269472992837,-3.321928,-2.634252,0.687676,0.515
"5300","OR51Q1","hurdle",0.019726947299284,-3.3219281,-0.1015036,3.2204245,0.515
"5287","OR13A1","hurdle",0.0197269472992824,-3.321928,-2.777922,0.544006,0.515
"5257","ODF3L1","hurdle",0.0197269472992833,-3.321928,-2.704299,0.617629,0.515
"5115","NOX3","hurdle",0.0197269472992834,-3.3219281,-0.7096927,2.6122354,0.515
"5072","NLRP14","hurdle",0.0197269472992836,-3.321928,-2.383808,0.93812,0.515
"5064","NKX2-5","hurdle",0.0197269472992831,-3.321928,-2.220925,1.101003,0.515
"5045","NHLH1","hurdle",0.0197269472992834,-3.3219281,-0.9020805,2.4198476,0.515
"4958","NDC80","hurdle",0.442480432813275,-2.20501,-1.637675,0.567335,0.515
"4956","NCRUPAR","hurdle",0.0197269472992824,-3.321928,-2.704299,0.617629,0.515
"4861","MYCBPAP","hurdle",0.482723390635606,-0.3671275,1.5022412,1.8693687,0.515
"4685","MKRN7P","hurdle",0.0197269472992834,-3.321928,-1.008837,2.313091,0.515
"4678","MKI67","hurdle",0.0197269472992825,-3.321928,-2.634252,0.687676,0.515
"4673","MIR744","hurdle",0.215380773349272,-2.657977,-1.506728,1.151249,0.515
"4643","MIR545","hurdle",0.0197269472992824,-3.321928,-1.275866,2.046062,0.515
"4595","MIR3612","hurdle",0.019726947299282,-3.321928,-1.781704,1.540224,0.515
"4589","MIR320B2","hurdle",0.019726947299283,-3.3219281,-0.9228092,2.3991189,0.515
"4582","MIR3146","hurdle",0.0197269472992837,-3.3219281,0.6111544,3.9330825,0.515
"4578","MIR300","hurdle",0.0197269472992824,-3.3219281,-0.8614956,2.4604325,0.515
"4572","MIR2053","hurdle",0.0197269472992828,-3.32192809,0.06566176,3.38758985,0.515
"4565","MIR138-1","hurdle",0.0197269472992832,-3.321928,-1.820076,1.501852,0.515
"4517","MFSD7","hurdle",0.0197269472992826,-3.321928,-2.383808,0.93812,0.515
"4348","MAGEB3","hurdle",0.0197269472992825,-3.3219281,-0.9438401,2.378088,0.515
"4337","MADCAM1","hurdle",0.0197269472992832,-3.3219281,-0.5399678,2.7819603,0.515
"4190","LOC728739","hurdle",0.0197269472992831,-3.3219281,0.5371917,3.8591198,0.515
"4161","LOC647589","hurdle",0.0197269472992829,-3.321928,-2.777922,0.544006,0.515
"4142","LOC643714","hurdle",0.0197269472992829,-3.321928,-1.172957,2.148971,0.515
"4120","LOC440173","hurdle",0.0197269472992823,-3.321928,-1.223494,2.098434,0.515
"4106","LOC400958","hurdle",0.019726947299283,-3.321928,-2.327445,0.994483,0.515
"4090","LOC389332","hurdle",0.0197269472992834,-3.321928,-1.707893,1.614035,0.515
"4088","LOC388946","hurdle",0.0197269472992829,-3.321928,-1.859496,1.462432,0.515
"4048","LOC285627","hurdle",0.0197269472992832,-3.3219281,-0.3178041,3.004124,0.515
"4037","LOC284757","hurdle",0.316092915392864,0.1544368,1.6534277,1.4989909,0.515
"3977","LOC144481","hurdle",0.0197269472992829,-3.3219281,-0.4026098,2.9193183,0.515
"3965","LOC100507634","hurdle",0.0197269472992822,-3.3219281,0.1672304,3.4891585,0.515
"3887","LOC100505806","hurdle",0.0197269472992829,-3.3219281,-0.9651821,2.356746,0.515
"3776","LOC100128496","hurdle",0.0197269472992829,-3.321928,-2.503602,0.818326,0.515
"3732","LINC00477","hurdle",0.0197269472992826,-3.3219281,-0.7835985,2.5383296,0.515
"3728","LINC00460","hurdle",0.019726947299284,-3.321928,1.533012,4.85494,0.515
"3723","LINC00330","hurdle",0.0197269472992826,-3.321928,-2.777922,0.544006,0.515
"3694","LHX9","hurdle",0.0197269472992823,-3.321928,-1.053855,2.268073,0.515
"3692","LHX5","hurdle",0.0197269472992823,-3.321928,-1.445458,1.87647,0.515
"3620","KRT80","hurdle",0.0197269472992825,-3.321928,2.011244,5.333172,0.515
"3611","KRT14","hurdle",0.0197269472992833,-3.321928,-2.704299,0.617629,0.515
"3542","KIF26A","hurdle",0.0711859278351059,-2.9162893,-0.3315967,2.5846926,0.515
"3376","KAAG1","hurdle",0.019726947299283,-3.3219281,-0.9228092,2.3991189,0.515
"3295","INSM1","hurdle",0.0197269472992834,-3.3219281,-0.6393891,2.682539,0.515
"3293","INSL5","hurdle",0.0197269472992827,-3.3219281,-0.2119679,3.1099602,0.515
"3252","IL17RC","hurdle",0.548210787835081,-1.1499228,0.4987381,1.6486609,0.515
"3242","IKBKE","hurdle",0.255346046342919,0.9924859,1.5594077,0.5669218,0.515
"3223","IGF2R","hurdle",0.86491535430323,3.860176,4.48134,0.621164,0.515
"3168","HTR1D","hurdle",0.0197269472992825,-3.3219281,-0.5560695,2.7658586,0.515
"3157","HSPA1L","hurdle",0.0197269472992829,-3.321928,-1.900024,1.421904,0.515
"2981","HABP2","hurdle",0.0197269472992826,-3.321928,-2.567449,0.754479,0.515
"2971","GYS2","hurdle",0.0197269472992823,-3.321928,-2.170476,1.151452,0.515
"2862","GPR6","hurdle",0.0197269472992825,-3.3219281,-0.5240439,2.7978842,0.515
"2859","GPR45","hurdle",0.0197269472992829,-3.321928,-1.538367,1.783561,0.515
"2854","GPR27","hurdle",0.0197269472992836,-3.321928,-2.220925,1.101003,0.515
"2755","GLRA1","hurdle",0.189554886940341,-2.2488646,0.6815094,2.930374,0.515
"2754","GLOD5","hurdle",0.019726947299283,-3.3219281,-0.4469585,2.8749696,0.515
"2727","GGT3P","hurdle",0.0197269472992824,-3.321928,-2.777922,0.544006,0.515
"2683","GATSL1","hurdle",0.0197269472992836,-3.321928,-1.506728,1.8152,0.515
"2674","GALNTL5","hurdle",0.0197269472992836,-3.3219281,-0.9438401,2.378088,0.515
"2609","FSCN3","hurdle",0.0197269472992837,-3.321928,1.279914,4.601842,0.515
"2560","FLJ45079","hurdle",0.0197269472992833,-3.321928,-1.637675,1.684253,0.515
"2548","FLJ39051","hurdle",0.0197269472992834,-3.321928,-2.121731,1.200197,0.515
"2525","FKBPL","hurdle",0.0197269472992826,-3.321928,-2.121731,1.200197,0.515
"2429","FBLN2","hurdle",0.00823041019194308,-2.294094,1.677728,3.971822,0.515
"2403","FAM91A2","hurdle",0.0197269472992834,-3.321928,-2.273202,1.048726,0.515
"2319","FAM183B","hurdle",0.0197269472992837,-3.321928,-2.777922,0.544006,0.515
"2310","FAM163A","hurdle",0.0197269472992824,-3.321928,-1.781704,1.540224,0.515
"2293","FAM150A","hurdle",0.0197269472992825,-3.321928,-1.148337,2.173591,0.515
"2265","FAM108A1","hurdle",0.0197269472992825,-3.321928,-2.442462,0.879466,0.515
"2241","F2RL1","hurdle",0.0197269472992833,-3.321928,-1.053855,2.268073,0.515
"2187","EPX","hurdle",0.0197269472992829,-3.3219281,0.7809992,4.1029273,0.515
"2012","DTX2","hurdle",0.507839828824056,0.2831906,2.0194167,1.7362261,0.515
"1962","DNM2","hurdle",0.598359100632918,1.797687,2.564816,0.767129,0.515
"1918","DMGDH","hurdle",0.0197269472992827,-3.3219281,-0.9228092,2.3991189,0.515
"1776","DBH","hurdle",0.0197269472992837,-3.321928,-2.777922,0.544006,0.515
"1753","CYP4F2","hurdle",0.0197269472992832,-3.32192809,0.03374243,3.35567052,0.515
"1499","CLEC4M","hurdle",0.0197269472992834,-3.321928,-2.503602,0.818326,0.515
"1494","CLEC18A","hurdle",0.0197269472992829,-3.321928,-1.984664,1.337264,0.515
"1450","CHRNA5","hurdle",0.0197269472992825,-3.321928,-2.704299,0.617629,0.515
"1411","CHAC1","hurdle",0.000890859022443227,-0.5334322,2.8569933,3.3904255,0.515
"1394","CERKL","hurdle",0.0197269472992829,-3.321928,-1.538367,1.783561,0.515
"1392","CER1","hurdle",0.0197269472992825,-3.321928,1.478725,4.800653,0.515
"1298","CD6","hurdle",0.0197269472992836,-3.321928,-2.327445,0.994483,0.515
"1245","CCDC86","hurdle",0.689209385497052,0.6182997,2.0569541,1.4386544,0.515
"1038","C7orf62","hurdle",0.0197269472992825,-3.3219281,-0.7278172,2.5941109,0.515
"938","C21orf128","hurdle",0.0197269472992827,-3.321928,1.18623,4.508158,0.515
"921","C1QTNF7","hurdle",0.329641623073766,-0.76853567,0.08655561,0.85509128,0.515
"915","C1QL1","hurdle",0.0197269472992824,-3.321928,-2.777922,0.544006,0.515
"871","C19orf47","hurdle",0.119593194887371,-2.2050103,-0.1618257,2.0431846,0.515
"861","C17orf99","hurdle",0.0197269472992829,-3.321928,-1.008837,2.313091,0.515
"811","C15orf56","hurdle",0.0197269472992836,-3.321928,-2.273202,1.048726,0.515
"730","C10orf111","hurdle",0.0197269472992832,-3.321928,-1.744326,1.577602,0.515
"709","BSX","hurdle",0.0197269472992828,-3.321928,-2.704299,0.617629,0.515
"657","BFSP2","hurdle",0.0197269472992831,-3.321928,-1.781704,1.540224,0.515
"637","BCYRN1","hurdle",0.0197269472992829,-3.321928,-2.567449,0.754479,0.515
"457","ASAH2","hurdle",0.0197269472992821,-3.3219281,0.8313822,4.1533103,0.515
"453","ARTN","hurdle",0.0197269472992836,-3.321928,-1.672357,1.649571,0.515
